Sequence,CH1,CH2,Bfield,CH2norm,time
0,1.0,0.368,6e-06,1.0,0.0
1,1.02,0.364,6.12e-06,0.9636363636363636,0.005
2,1.02,0.368,6.12e-06,1.0,0.01
3,1.0,0.364,6e-06,0.9636363636363636,0.015
4,1.02,0.366,6.12e-06,0.9818181818181818,0.02
5,1.0,0.364,6e-06,0.9636363636363636,0.025
6,0.999,0.364,5.994e-06,0.9636363636363636,0.03
7,1.02,0.368,6.12e-06,1.0,0.035
8,1.0,0.368,6e-06,1.0,0.04
9,1.02,0.364,6.12e-06,0.9636363636363636,0.045
10,1.02,0.366,6.12e-06,0.9818181818181818,0.05
11,1.0,0.364,6e-06,0.9636363636363636,0.055
12,1.02,0.366,6.12e-06,0.9818181818181818,0.06
13,1.0,0.364,6e-06,0.9636363636363636,0.065
14,1.02,0.364,6.12e-06,0.9636363636363636,0.07
15,1.0,0.366,6e-06,0.9818181818181818,0.075
16,1.0,0.366,6e-06,0.9818181818181818,0.08
17,1.02,0.364,6.12e-06,0.9636363636363636,0.085
18,1.02,0.366,6.12e-06,0.9818181818181818,0.09
19,1.0,0.364,6e-06,0.9636363636363636,0.095
20,1.02,0.364,6.12e-06,0.9636363636363636,0.1
21,1.0,0.366,6e-06,0.9818181818181818,0.105
22,1.0,0.364,6e-06,0.9636363636363636,0.11
23,1.02,0.364,6.12e-06,0.9636363636363636,0.115
24,1.0,0.364,6e-06,0.9636363636363636,0.12
25,1.02,0.366,6.12e-06,0.9818181818181818,0.125
26,1.0,0.364,6e-06,0.9636363636363636,0.13
27,1.02,0.366,6.12e-06,0.9818181818181818,0.135
28,1.0,0.366,6e-06,0.9818181818181818,0.14
29,1.02,0.364,6.12e-06,0.9636363636363636,0.145
30,1.02,0.364,6.12e-06,0.9636363636363636,0.15
31,1.0,0.366,6e-06,0.9818181818181818,0.155
32,1.02,0.364,6.12e-06,0.9636363636363636,0.16
33,1.0,0.366,6e-06,0.9818181818181818,0.165
34,1.0,0.366,6e-06,0.9818181818181818,0.17
35,1.02,0.364,6.12e-06,0.9636363636363636,0.17500000000000002
36,1.02,0.364,6.12e-06,0.9636363636363636,0.18
37,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.185
38,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.19
39,1.02,0.366,6.12e-06,0.9818181818181818,0.195
40,1.02,0.364,6.12e-06,0.9636363636363636,0.2
41,1.0,0.366,6e-06,0.9818181818181818,0.20500000000000002
42,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.21
43,1.02,0.366,6.12e-06,0.9818181818181818,0.215
44,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.22
45,1.02,0.364,6.12e-06,0.9636363636363636,0.225
46,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.23
47,1.02,0.366,6.12e-06,0.9818181818181818,0.23500000000000001
48,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.24
49,1.02,0.366,6.12e-06,0.9818181818181818,0.245
50,1.02,0.364,6.12e-06,0.9636363636363636,0.25
51,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.255
52,1.03,0.364,6.18e-06,0.9636363636363636,0.26
53,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.265
54,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.27
55,1.03,0.366,6.18e-06,0.9818181818181818,0.275
56,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.28
57,1.02,0.364,6.12e-06,0.9636363636363636,0.28500000000000003
58,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.29
59,1.03,0.366,6.18e-06,0.9818181818181818,0.295
60,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.3
61,1.03,0.364,6.18e-06,0.9636363636363636,0.305
62,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.31
63,1.02,0.366,6.12e-06,0.9818181818181818,0.315
64,1.03,0.366,6.18e-06,0.9818181818181818,0.32
65,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.325
66,1.03,0.366,6.18e-06,0.9818181818181818,0.33
67,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.335
68,1.03,0.366,6.18e-06,0.9818181818181818,0.34
69,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.34500000000000003
70,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.35000000000000003
71,1.03,0.364,6.18e-06,0.9636363636363636,0.355
72,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.36
73,1.03,0.364,6.18e-06,0.9636363636363636,0.365
74,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.37
75,1.03,0.366,6.18e-06,0.9818181818181818,0.375
76,1.03,0.366,6.18e-06,0.9818181818181818,0.38
77,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.385
78,1.03,0.364,6.18e-06,0.9636363636363636,0.39
79,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.395
80,1.03,0.364,6.18e-06,0.9636363636363636,0.4
81,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.405
82,1.03,0.366,6.18e-06,0.9818181818181818,0.41000000000000003
83,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.41500000000000004
84,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.42
85,1.03,0.364,6.18e-06,0.9636363636363636,0.425
86,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.43
87,1.03,0.366,6.18e-06,0.9818181818181818,0.435
88,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.44
89,1.03,0.366,6.18e-06,0.9818181818181818,0.445
90,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.45
91,1.03,0.366,6.18e-06,0.9818181818181818,0.455
92,1.03,0.364,6.18e-06,0.9636363636363636,0.46
93,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.465
94,1.03,0.364,6.18e-06,0.9636363636363636,0.47000000000000003
95,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.47500000000000003
96,1.03,0.366,6.18e-06,0.9818181818181818,0.48
97,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.485
98,1.03,0.364,6.18e-06,0.9636363636363636,0.49
99,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.495
100,1.03,0.366,6.18e-06,0.9818181818181818,0.5
101,1.02,0.364,6.12e-06,0.9636363636363636,0.505
102,1.03,0.366,6.18e-06,0.9818181818181818,0.51
103,1.01,0.364,6.0600000000000004e-06,0.9636363636363636,0.515
104,1.02,0.366,6.12e-06,0.9818181818181818,0.52
105,1.04,0.364,6.2399999999999995e-06,0.9636363636363636,0.525
106,1.02,0.364,6.12e-06,0.9636363636363636,0.53
107,1.04,0.366,6.2399999999999995e-06,0.9818181818181818,0.535
108,1.02,0.364,6.12e-06,0.9636363636363636,0.54
109,1.03,0.366,6.18e-06,0.9818181818181818,0.545
110,1.01,0.366,6.0600000000000004e-06,0.9818181818181818,0.55
111,1.04,0.364,6.2399999999999995e-06,0.9636363636363636,0.555
112,1.02,0.364,6.12e-06,0.9636363636363636,0.56
113,1.04,0.366,6.2399999999999995e-06,0.9818181818181818,0.5650000000000001
114,1.02,0.364,6.12e-06,0.9636363636363636,0.5700000000000001
115,1.03,0.366,6.18e-06,0.9818181818181818,0.5750000000000001
116,1.02,0.364,6.12e-06,0.9636363636363636,0.58
117,1.03,0.366,6.18e-06,0.9818181818181818,0.585
118,1.02,0.364,6.12e-06,0.9636363636363636,0.59
119,1.04,0.366,6.2399999999999995e-06,0.9818181818181818,0.595
120,1.04,0.364,6.2399999999999995e-06,0.9636363636363636,0.6
