Sequence,CH1,CH2,Bfield,CH2norm,time
0,0.948,0.976,7.017096377952755e-05,0.9333333333333332,0.0
1,0.972,0.984,7.161096377952755e-05,1.0,0.005
2,0.968,0.976,7.137096377952756e-05,0.9333333333333332,0.01
3,0.956,0.984,7.065096377952756e-05,1.0,0.015
4,0.968,0.976,7.137096377952756e-05,0.9333333333333332,0.02
5,0.952,0.976,7.041096377952756e-05,0.9333333333333332,0.025
6,0.96,0.976,7.089096377952756e-05,0.9333333333333332,0.03
7,0.972,0.984,7.161096377952755e-05,1.0,0.035
8,0.972,0.976,7.161096377952755e-05,0.9333333333333332,0.04
9,0.96,0.976,7.089096377952756e-05,0.9333333333333332,0.045
10,0.96,0.976,7.089096377952756e-05,0.9333333333333332,0.05
11,0.968,0.984,7.137096377952756e-05,1.0,0.055
12,0.96,0.976,7.089096377952756e-05,0.9333333333333332,0.06
13,0.98,0.984,7.209096377952756e-05,1.0,0.065
14,0.976,0.976,7.185096377952756e-05,0.9333333333333332,0.07
15,0.964,0.976,7.113096377952756e-05,0.9333333333333332,0.075
16,0.964,0.976,7.113096377952756e-05,0.9333333333333332,0.08
17,0.976,0.984,7.185096377952756e-05,1.0,0.085
18,0.964,0.976,7.113096377952756e-05,0.9333333333333332,0.09
19,0.98,0.976,7.209096377952756e-05,0.9333333333333332,0.095
20,0.98,0.976,7.209096377952756e-05,0.9333333333333332,0.1
21,0.964,0.984,7.113096377952756e-05,1.0,0.105
22,0.98,0.976,7.209096377952756e-05,0.9333333333333332,0.11
23,0.968,0.976,7.137096377952756e-05,0.9333333333333332,0.115
24,0.972,0.984,7.161096377952755e-05,1.0,0.12
25,0.984,0.976,7.233096377952756e-05,0.9333333333333332,0.125
26,0.988,0.976,7.257096377952756e-05,0.9333333333333332,0.13
27,0.972,0.984,7.161096377952755e-05,1.0,0.135
28,0.98,0.976,7.209096377952756e-05,0.9333333333333332,0.14
29,0.988,0.984,7.257096377952756e-05,1.0,0.145
30,0.972,0.976,7.161096377952755e-05,0.9333333333333332,0.15
31,0.988,0.976,7.257096377952756e-05,0.9333333333333332,0.155
32,0.992,0.976,7.281096377952756e-05,0.9333333333333332,0.16
33,0.976,0.976,7.185096377952756e-05,0.9333333333333332,0.165
34,0.976,0.976,7.185096377952756e-05,0.9333333333333332,0.17
35,0.992,0.976,7.281096377952756e-05,0.9333333333333332,0.17500000000000002
36,0.98,0.976,7.209096377952756e-05,0.9333333333333332,0.18
37,0.992,0.976,7.281096377952756e-05,0.9333333333333332,0.185
38,0.976,0.976,7.185096377952756e-05,0.9333333333333332,0.19
39,0.992,0.984,7.281096377952756e-05,1.0,0.195
40,0.996,0.976,7.305096377952757e-05,0.9333333333333332,0.2
41,0.984,0.976,7.233096377952756e-05,0.9333333333333332,0.20500000000000002
42,0.98,0.976,7.209096377952756e-05,0.9333333333333332,0.21
43,1.0,0.976,7.329096377952756e-05,0.9333333333333332,0.215
44,1.0,0.984,7.329096377952756e-05,1.0,0.22
45,0.984,0.976,7.233096377952756e-05,0.9333333333333332,0.225
46,1.0,0.976,7.329096377952756e-05,0.9333333333333332,0.23
47,0.984,0.976,7.233096377952756e-05,0.9333333333333332,0.23500000000000001
48,0.988,0.976,7.257096377952756e-05,0.9333333333333332,0.24
49,1.0,0.976,7.329096377952756e-05,0.9333333333333332,0.245
50,1.0,0.984,7.329096377952756e-05,1.0,0.25
51,0.992,0.976,7.281096377952756e-05,0.9333333333333332,0.255
52,0.988,0.976,7.257096377952756e-05,0.9333333333333332,0.26
53,1.01,0.976,7.389096377952757e-05,0.9333333333333332,0.265
54,1.01,0.976,7.389096377952757e-05,0.9333333333333332,0.27
55,0.988,0.984,7.257096377952756e-05,1.0,0.275
56,1.01,0.976,7.389096377952757e-05,0.9333333333333332,0.28
57,0.992,0.984,7.281096377952756e-05,1.0,0.28500000000000003
58,1.01,0.976,7.389096377952757e-05,0.9333333333333332,0.29
59,0.992,0.984,7.281096377952756e-05,1.0,0.295
60,1.01,0.976,7.389096377952757e-05,0.9333333333333332,0.3
61,0.996,0.976,7.305096377952757e-05,0.9333333333333332,0.305
62,1.01,0.976,7.389096377952757e-05,0.9333333333333332,0.31
63,0.996,0.976,7.305096377952757e-05,0.9333333333333332,0.315
64,1.0,0.976,7.329096377952756e-05,0.9333333333333332,0.32
65,1.02,0.976,7.449096377952755e-05,0.9333333333333332,0.325
66,1.0,0.976,7.329096377952756e-05,0.9333333333333332,0.33
67,1.02,0.984,7.449096377952755e-05,1.0,0.335
68,1.0,0.976,7.329096377952756e-05,0.9333333333333332,0.34
69,1.02,0.976,7.449096377952755e-05,0.9333333333333332,0.34500000000000003
70,0.248,0.976,2.817096377952756e-05,0.9333333333333332,0.35000000000000003
71,0.24,0.976,2.769096377952756e-05,0.9333333333333332,0.355
72,0.236,0.976,2.745096377952756e-05,0.9333333333333332,0.36
73,0.248,0.976,2.817096377952756e-05,0.9333333333333332,0.365
74,0.244,0.976,2.7930963779527558e-05,0.9333333333333332,0.37
