X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-5.330000e+00,5.000000e-03
0,7.04e-01,1.06e+00,
1,6.92e-01,1.06e+00,
2,7.04e-01,1.06e+00,
3,6.92e-01,1.06e+00,
4,6.92e-01,1.06e+00,
5,7.04e-01,1.06e+00,
6,6.96e-01,1.06e+00,
7,7.04e-01,1.06e+00,
8,7.08e-01,1.06e+00,
9,7.00e-01,1.06e+00,
10,7.12e-01,1.06e+00,
11,6.96e-01,1.06e+00,
12,7.00e-01,1.06e+00,
13,7.08e-01,1.06e+00,
14,7.00e-01,1.06e+00,
15,7.08e-01,1.06e+00,
16,7.00e-01,1.06e+00,
17,7.12e-01,1.06e+00,
18,7.00e-01,1.05e+00,
19,7.20e-01,1.06e+00,
20,7.12e-01,1.05e+00,
21,7.00e-01,1.06e+00,
22,7.12e-01,1.06e+00,
23,7.04e-01,1.05e+00,
24,7.04e-01,1.05e+00,
25,7.16e-01,1.06e+00,
26,7.16e-01,1.06e+00,
27,7.04e-01,1.05e+00,
28,7.12e-01,1.05e+00,
29,7.08e-01,1.06e+00,
30,7.20e-01,1.06e+00,
31,7.04e-01,1.04e+00,
32,7.16e-01,1.04e+00,
33,7.12e-01,1.05e+00,
34,7.08e-01,1.05e+00,
35,7.20e-01,1.03e+00,
36,7.04e-01,1.03e+00,
37,7.24e-01,1.02e+00,
38,7.12e-01,1.02e+00,
39,7.24e-01,1.01e+00,
40,7.12e-01,1.02e+00,
41,7.20e-01,1.00e+00,
42,7.24e-01,1.00e+00,
43,7.12e-01,9.68e-01,
44,7.16e-01,9.68e-01,
45,7.24e-01,9.36e-01,
46,7.12e-01,9.36e-01,
47,7.28e-01,8.88e-01,
48,7.12e-01,8.96e-01,
49,7.24e-01,8.64e-01,
50,7.24e-01,8.72e-01,
51,7.16e-01,8.48e-01,
52,7.32e-01,8.56e-01,
53,7.12e-01,8.72e-01,
54,7.20e-01,8.72e-01,
55,7.28e-01,9.04e-01,
56,7.28e-01,9.04e-01,
57,7.20e-01,9.28e-01,
58,7.28e-01,9.36e-01,
59,7.20e-01,9.68e-01,
60,7.32e-01,9.68e-01,
61,7.16e-01,9.92e-01,
62,7.32e-01,9.92e-01,
63,7.20e-01,1.02e+00,
64,7.20e-01,1.02e+00,
65,7.36e-01,1.02e+00,
66,7.24e-01,1.02e+00,
67,7.36e-01,1.03e+00,
68,7.36e-01,1.03e+00,
69,7.24e-01,1.05e+00,
70,7.40e-01,1.05e+00,
71,7.24e-01,1.04e+00,
72,7.28e-01,1.04e+00,
73,7.36e-01,1.06e+00,
74,7.28e-01,1.06e+00,
75,7.40e-01,1.05e+00,
76,7.36e-01,1.06e+00,
77,7.28e-01,1.05e+00,
78,7.40e-01,1.05e+00,
79,7.28e-01,1.06e+00,
80,7.44e-01,1.06e+00,
81,7.28e-01,1.05e+00,
82,7.32e-01,1.06e+00,
83,7.44e-01,1.05e+00,
84,7.32e-01,1.05e+00,
85,7.48e-01,1.06e+00,
86,7.32e-01,1.06e+00,
87,7.48e-01,1.06e+00,
88,7.44e-01,1.06e+00,
89,2.40e-01,1.06e+00,
90,2.48e-01,1.05e+00,
91,2.56e-01,1.00e+00,
92,2.48e-01,1.00e+00,
93,2.60e-01,9.68e-01,
94,2.52e-01,9.68e-01,
95,2.48e-01,9.52e-01,
96,2.48e-01,9.68e-01,
97,2.56e-01,9.76e-01,
98,2.56e-01,9.84e-01,
99,2.44e-01,1.00e+00,
100,2.52e-01,1.00e+00,
101,2.52e-01,1.02e+00,
102,2.52e-01,1.03e+00,
103,2.56e-01,1.05e+00,
104,2.52e-01,1.05e+00,
105,2.64e-01,1.06e+00,
106,2.52e-01,1.05e+00,
107,2.60e-01,1.06e+00,
108,2.64e-01,1.06e+00,
109,2.52e-01,1.06e+00,
110,2.64e-01,1.06e+00,
111,2.56e-01,1.06e+00,
112,2.56e-01,1.06e+00,
113,2.64e-01,1.06e+00,
114,2.56e-01,1.06e+00,
115,2.68e-01,1.06e+00,
116,2.68e-01,1.06e+00,
117,2.56e-01,1.05e+00,
118,2.56e-01,1.05e+00,
119,2.68e-01,1.06e+00,
120,2.56e-01,1.05e+00,
121,2.64e-01,1.06e+00,
122,2.60e-01,1.06e+00,
123,2.68e-01,1.05e+00,
124,2.60e-01,1.05e+00,
125,2.72e-01,1.06e+00,
126,2.60e-01,1.06e+00,
127,2.68e-01,1.05e+00,
128,2.72e-01,1.05e+00,
129,2.60e-01,1.06e+00,
130,2.68e-01,1.05e+00,
131,2.64e-01,1.06e+00,
132,2.64e-01,1.06e+00,
133,2.72e-01,1.04e+00,
134,2.76e-01,1.05e+00,
135,2.68e-01,1.04e+00,
136,2.64e-01,1.04e+00,
137,2.76e-01,1.05e+00,
138,2.64e-01,1.04e+00,
139,2.76e-01,1.05e+00,
140,2.68e-01,1.04e+00,
141,2.72e-01,1.05e+00,
142,2.76e-01,1.04e+00,
143,2.72e-01,1.03e+00,
144,2.68e-01,1.04e+00,
145,2.80e-01,1.03e+00,
146,2.76e-01,1.03e+00,
147,2.68e-01,1.03e+00,
148,2.76e-01,1.02e+00,
149,2.68e-01,1.02e+00,
150,2.76e-01,1.02e+00,
151,2.80e-01,1.02e+00,
152,2.76e-01,1.02e+00,
153,2.80e-01,1.01e+00,
154,2.76e-01,1.02e+00,
155,2.88e-01,1.00e+00,
156,2.80e-01,1.00e+00,
157,2.76e-01,1.01e+00,
158,2.76e-01,1.00e+00,
159,2.80e-01,9.84e-01,
160,2.76e-01,9.92e-01,
161,2.88e-01,9.76e-01,
162,2.88e-01,9.76e-01,
163,2.76e-01,9.68e-01,
164,2.80e-01,9.68e-01,
165,2.88e-01,9.52e-01,
166,2.80e-01,9.52e-01,
167,2.88e-01,9.28e-01,
168,2.80e-01,9.36e-01,
169,2.92e-01,9.12e-01,
170,2.92e-01,9.12e-01,
171,2.80e-01,8.80e-01,
172,2.92e-01,8.88e-01,
173,2.84e-01,8.56e-01,
174,2.84e-01,8.56e-01,
175,2.92e-01,8.24e-01,
176,2.92e-01,8.32e-01,
177,2.84e-01,8.00e-01,
178,2.92e-01,7.92e-01,
179,2.84e-01,7.76e-01,
180,2.84e-01,7.68e-01,
181,2.96e-01,7.52e-01,
182,2.96e-01,7.52e-01,
183,2.88e-01,7.44e-01,
184,2.88e-01,7.44e-01,
185,2.96e-01,7.36e-01,
186,2.96e-01,7.44e-01,
187,2.88e-01,7.52e-01,
188,2.88e-01,7.60e-01,
189,3.00e-01,7.76e-01,
190,3.00e-01,7.76e-01,
191,2.88e-01,8.00e-01,
192,2.92e-01,8.08e-01,
193,3.00e-01,8.32e-01,
194,2.92e-01,8.32e-01,
195,3.04e-01,8.56e-01,
196,2.96e-01,8.64e-01,
197,3.04e-01,8.88e-01,
198,3.00e-01,8.88e-01,
199,3.04e-01,9.12e-01,
200,3.00e-01,9.12e-01,
201,2.96e-01,9.28e-01,
202,2.96e-01,9.28e-01,
203,3.08e-01,9.52e-01,
204,2.96e-01,9.44e-01,
205,3.08e-01,9.60e-01,
206,3.00e-01,9.68e-01,
207,3.04e-01,9.76e-01,
208,3.04e-01,9.76e-01,
209,2.96e-01,9.92e-01,
210,3.00e-01,9.84e-01,
211,3.12e-01,1.00e+00,
212,3.04e-01,1.00e+00,
213,3.08e-01,9.92e-01,
214,3.00e-01,1.01e+00,
215,3.12e-01,1.00e+00,
216,3.04e-01,1.00e+00,
217,3.12e-01,1.02e+00,
218,3.16e-01,1.02e+00,
219,3.04e-01,1.01e+00,
220,3.12e-01,1.01e+00,
221,3.08e-01,1.02e+00,
222,3.08e-01,1.02e+00,
223,3.16e-01,1.02e+00,
224,3.08e-01,1.02e+00,
225,3.16e-01,1.02e+00,
226,3.08e-01,1.03e+00,
227,3.16e-01,1.03e+00,
228,3.08e-01,1.03e+00,
229,3.16e-01,1.04e+00,
230,3.16e-01,1.03e+00,
231,3.08e-01,1.03e+00,
232,3.08e-01,1.03e+00,
233,3.20e-01,1.05e+00,
234,3.20e-01,1.04e+00,
235,3.08e-01,1.05e+00,
236,3.12e-01,1.04e+00,
237,3.20e-01,1.05e+00,
238,3.20e-01,1.04e+00,
239,3.12e-01,1.05e+00,
240,3.12e-01,1.04e+00,
241,3.24e-01,1.05e+00,
242,3.20e-01,1.04e+00,
243,3.12e-01,1.05e+00,
244,3.16e-01,1.04e+00,
245,3.24e-01,1.06e+00,
246,3.16e-01,1.06e+00,
247,3.28e-01,1.05e+00,
248,3.16e-01,1.05e+00,
249,3.28e-01,1.06e+00,
250,3.28e-01,1.05e+00,
251,3.16e-01,1.06e+00,
252,3.28e-01,1.05e+00,
253,3.16e-01,1.06e+00,
254,3.20e-01,1.06e+00,
255,3.32e-01,1.05e+00,
256,3.20e-01,1.05e+00,
257,3.28e-01,1.06e+00,
258,3.28e-01,1.05e+00,
259,3.20e-01,1.06e+00,
260,3.32e-01,1.06e+00,
261,3.24e-01,1.05e+00,
262,3.24e-01,1.05e+00,
263,3.32e-01,1.06e+00,
264,3.32e-01,1.06e+00,
265,3.24e-01,1.05e+00,
266,3.24e-01,1.05e+00,
267,3.36e-01,1.06e+00,
268,3.36e-01,1.06e+00,
269,3.24e-01,1.05e+00,
270,3.28e-01,1.05e+00,
271,3.40e-01,1.06e+00,
272,3.36e-01,1.05e+00,
273,3.32e-01,1.06e+00,
274,3.28e-01,1.06e+00,
275,3.36e-01,1.06e+00,
276,3.32e-01,1.06e+00,
277,3.36e-01,1.06e+00,
278,3.40e-01,1.06e+00,
279,3.32e-01,1.06e+00,
280,3.44e-01,1.06e+00,
281,3.32e-01,1.06e+00,
282,3.32e-01,1.06e+00,
283,3.44e-01,1.06e+00,
284,3.32e-01,1.06e+00,
285,3.40e-01,1.06e+00,
286,3.36e-01,1.06e+00,
287,3.48e-01,1.06e+00,
288,3.44e-01,1.06e+00,
289,3.36e-01,1.06e+00,
290,3.36e-01,1.06e+00,
291,3.48e-01,1.06e+00,
292,3.44e-01,1.06e+00,
293,3.36e-01,1.06e+00,
294,3.36e-01,1.06e+00,
295,3.48e-01,1.06e+00,
296,3.40e-01,1.06e+00,
297,3.52e-01,1.06e+00,
298,3.40e-01,1.06e+00,
299,3.52e-01,1.06e+00,
300,3.48e-01,1.06e+00,
301,3.40e-01,1.06e+00,
302,3.48e-01,1.06e+00,
303,3.40e-01,1.06e+00,
304,3.52e-01,1.06e+00,
305,3.40e-01,1.06e+00,
306,3.44e-01,1.06e+00,
307,3.52e-01,1.06e+00,
308,3.52e-01,1.06e+00,
309,3.44e-01,1.06e+00,
310,3.52e-01,1.06e+00,
311,3.44e-01,1.06e+00,
312,3.48e-01,1.06e+00,
313,3.56e-01,1.06e+00,
314,3.56e-01,1.06e+00,
315,3.44e-01,1.06e+00,
316,3.52e-01,1.06e+00,
317,3.56e-01,1.06e+00,
318,3.56e-01,1.06e+00,
319,3.48e-01,1.06e+00,
320,3.52e-01,1.06e+00,
321,3.64e-01,1.06e+00,
322,3.52e-01,1.06e+00,
323,3.56e-01,1.06e+00,
324,3.60e-01,1.06e+00,
325,3.52e-01,1.06e+00,
326,3.52e-01,1.06e+00,
327,3.64e-01,1.06e+00,
328,3.56e-01,1.06e+00,
329,3.64e-01,1.06e+00,
330,3.56e-01,1.06e+00,
331,3.60e-01,1.06e+00,
332,3.60e-01,1.06e+00,
333,3.52e-01,1.06e+00,
334,3.64e-01,1.06e+00,
335,3.56e-01,1.06e+00,
336,3.64e-01,1.06e+00,
337,3.56e-01,1.06e+00,
338,3.68e-01,1.06e+00,
339,3.56e-01,1.06e+00,
340,3.60e-01,1.06e+00,
341,3.68e-01,1.06e+00,
342,3.60e-01,1.06e+00,
343,3.68e-01,1.06e+00,
344,3.64e-01,1.06e+00,
345,3.68e-01,1.06e+00,
346,3.68e-01,1.06e+00,
347,3.64e-01,1.06e+00,
348,3.72e-01,1.06e+00,
349,3.60e-01,1.06e+00,
350,3.72e-01,1.06e+00,
351,3.64e-01,1.06e+00,
352,3.64e-01,1.06e+00,
353,3.76e-01,1.06e+00,
354,3.64e-01,1.06e+00,
355,3.76e-01,1.06e+00,
356,3.76e-01,1.06e+00,
357,3.64e-01,1.06e+00,
358,3.68e-01,1.06e+00,
359,3.80e-01,1.06e+00,
360,3.64e-01,1.06e+00,
361,3.80e-01,1.06e+00,
362,3.80e-01,1.06e+00,
363,3.68e-01,1.06e+00,
364,3.76e-01,1.06e+00,
365,3.68e-01,1.06e+00,
366,3.80e-01,1.06e+00,
367,3.72e-01,1.06e+00,
368,3.80e-01,1.06e+00,
369,3.72e-01,1.06e+00,
370,3.80e-01,1.06e+00,
371,3.72e-01,1.06e+00,
372,3.72e-01,1.06e+00,
373,3.84e-01,1.06e+00,
374,3.76e-01,1.06e+00,
375,3.84e-01,1.06e+00,
376,3.84e-01,1.06e+00,
