Sequence,CH1,CH2,Bfield,CH2norm,time
0,0.896,0.0366,5.376e-05,0.5180722891566265,0.0
1,0.912,0.037,5.4720000000000005e-05,0.542168674698795,0.01
2,0.904,0.0364,5.424e-05,0.5060240963855422,0.02
3,0.92,0.037,5.520000000000001e-05,0.542168674698795,0.03
4,0.912,0.0362,5.4720000000000005e-05,0.493975903614458,0.04
5,0.92,0.0372,5.520000000000001e-05,0.5542168674698793,0.05
6,0.92,0.0364,5.520000000000001e-05,0.5060240963855422,0.06
7,0.928,0.037,5.568e-05,0.542168674698795,0.07
8,0.92,0.0364,5.520000000000001e-05,0.5060240963855422,0.08
9,0.904,0.0372,5.424e-05,0.5542168674698793,0.09
10,0.912,0.0362,5.4720000000000005e-05,0.493975903614458,0.1
11,0.92,0.0368,5.520000000000001e-05,0.5301204819277108,0.11
12,0.928,0.0364,5.568e-05,0.5060240963855422,0.12
13,0.92,0.037,5.520000000000001e-05,0.542168674698795,0.13
14,0.928,0.0362,5.568e-05,0.493975903614458,0.14
15,0.92,0.037,5.520000000000001e-05,0.542168674698795,0.15
16,0.928,0.036,5.568e-05,0.48192771084337327,0.16
17,0.912,0.0368,5.4720000000000005e-05,0.5301204819277108,0.17
18,0.912,0.0368,5.4720000000000005e-05,0.5301204819277108,0.18
19,0.92,0.036,5.520000000000001e-05,0.48192771084337327,0.19
20,0.928,0.0362,5.568e-05,0.493975903614458,0.2
21,0.912,0.0368,5.4720000000000005e-05,0.5301204819277108,0.21
22,0.928,0.0368,5.568e-05,0.5301204819277108,0.22
23,0.936,0.0362,5.6160000000000004e-05,0.493975903614458,0.23
24,0.936,0.0366,5.6160000000000004e-05,0.5180722891566265,0.24
25,0.944,0.036,5.664e-05,0.48192771084337327,0.25
26,0.936,0.0362,5.6160000000000004e-05,0.493975903614458,0.26
27,0.928,0.0368,5.568e-05,0.5301204819277108,0.27
28,0.928,0.036,5.568e-05,0.48192771084337327,0.28
29,0.928,0.0366,5.568e-05,0.5180722891566265,0.29
30,0.928,0.0366,5.568e-05,0.5180722891566265,0.3
31,0.952,0.036,5.712e-05,0.48192771084337327,0.31
32,0.944,0.0364,5.664e-05,0.5060240963855422,0.32
33,0.952,0.0354,5.712e-05,0.4457831325301205,0.33
34,0.952,0.035,5.712e-05,0.42168674698795194,0.34
35,0.936,0.0306,5.6160000000000004e-05,0.15662650602409628,0.35000000000000003
36,0.936,0.0308,5.6160000000000004e-05,0.16867469879518074,0.36
37,0.944,0.0286,5.664e-05,0.036144578313253004,0.37
38,0.936,0.0288,5.6160000000000004e-05,0.04819277108433727,0.38
39,0.944,0.0306,5.664e-05,0.15662650602409628,0.39
40,0.952,0.0306,5.712e-05,0.15662650602409628,0.4
41,0.96,0.033,5.76e-05,0.3012048192771085,0.41000000000000003
42,0.952,0.0338,5.712e-05,0.3493975903614455,0.42
43,0.944,0.0354,5.664e-05,0.4457831325301205,0.43
44,0.936,0.0348,5.6160000000000004e-05,0.4096385542168673,0.44
45,0.952,0.0354,5.712e-05,0.4457831325301205,0.45
46,0.952,0.0358,5.712e-05,0.469879518072289,0.46
47,0.968,0.0366,5.808e-05,0.5180722891566265,0.47000000000000003
48,0.968,0.0358,5.808e-05,0.469879518072289,0.48
49,0.96,0.0364,5.76e-05,0.5060240963855422,0.49
50,0.96,0.0366,5.76e-05,0.5180722891566265,0.5
51,0.944,0.036,5.664e-05,0.48192771084337327,0.51
52,0.944,0.0366,5.664e-05,0.5180722891566265,0.52
53,0.96,0.036,5.76e-05,0.48192771084337327,0.53
54,0.952,0.036,5.712e-05,0.48192771084337327,0.54
55,0.968,0.0366,5.808e-05,0.5180722891566265,0.55
56,0.968,0.036,5.808e-05,0.48192771084337327,0.56
57,0.96,0.0366,5.76e-05,0.5180722891566265,0.5700000000000001
58,0.96,0.036,5.76e-05,0.48192771084337327,0.58
59,0.976,0.0364,5.856e-05,0.5060240963855422,0.59
60,0.968,0.0366,5.808e-05,0.5180722891566265,0.6
61,0.952,0.0362,5.712e-05,0.493975903614458,0.61
62,0.952,0.0366,5.712e-05,0.5180722891566265,0.62
63,0.968,0.0358,5.808e-05,0.469879518072289,0.63
64,0.96,0.0366,5.76e-05,0.5180722891566265,0.64
65,0.976,0.0358,5.856e-05,0.469879518072289,0.65
66,0.976,0.036,5.856e-05,0.48192771084337327,0.66
67,0.984,0.0366,5.9040000000000004e-05,0.5180722891566265,0.67
68,0.976,0.036,5.856e-05,0.48192771084337327,0.68
69,0.96,0.0366,5.76e-05,0.5180722891566265,0.6900000000000001
70,0.968,0.0366,5.808e-05,0.5180722891566265,0.7000000000000001
71,0.96,0.0362,5.76e-05,0.493975903614458,0.71
72,0.96,0.0366,5.76e-05,0.5180722891566265,0.72
73,0.984,0.0358,5.9040000000000004e-05,0.469879518072289,0.73
74,0.984,0.0358,5.9040000000000004e-05,0.469879518072289,0.74
75,0.984,0.0364,5.9040000000000004e-05,0.5060240963855422,0.75
76,0.984,0.0364,5.9040000000000004e-05,0.5060240963855422,0.76
77,0.968,0.0358,5.808e-05,0.469879518072289,0.77
78,0.976,0.0358,5.856e-05,0.469879518072289,0.78
79,0.976,0.0368,5.856e-05,0.5301204819277108,0.79
80,0.968,0.0364,5.808e-05,0.5060240963855422,0.8
81,0.984,0.0358,5.9040000000000004e-05,0.469879518072289,0.81
82,0.984,0.0362,5.9040000000000004e-05,0.493975903614458,0.8200000000000001
83,1.0,0.0358,6e-05,0.469879518072289,0.8300000000000001
84,0.992,0.0358,5.952e-05,0.469879518072289,0.84
85,1.0,0.0366,6e-05,0.5180722891566265,0.85
86,1.01,0.0358,6.06e-05,0.469879518072289,0.86
87,-0.008,0.0392,-4.800000000000001e-07,0.6746987951807227,0.87
88,0.008,0.0402,4.800000000000001e-07,0.7349397590361445,0.88
89,0.0,0.0422,0.0,0.855421686746988,0.89
90,0.0,0.0424,0.0,0.8674698795180723,0.9
91,0.016,0.0438,9.600000000000001e-07,0.9518072289156625,0.91
92,0.008,0.0436,4.800000000000001e-07,0.9397590361445782,0.92
93,0.0,0.0444,0.0,0.9879518072289157,0.93
