Sequence,CH1,CH2,Bfield,CH2norm,time
0,0.9,0.05,5.4000000000000005e-05,0.8275862068965518,0.0
1,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.005
2,0.9,0.052,5.4000000000000005e-05,0.8620689655172413,0.01
3,0.92,0.05,5.520000000000001e-05,0.8275862068965518,0.015
4,0.9,0.052,5.4000000000000005e-05,0.8620689655172413,0.02
5,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.025
6,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.03
7,0.9,0.052,5.4000000000000005e-05,0.8620689655172413,0.035
8,0.9,0.05,5.4000000000000005e-05,0.8275862068965518,0.04
9,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.045
10,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.05
11,0.92,0.052,5.520000000000001e-05,0.8620689655172413,0.055
12,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.06
13,0.9,0.052,5.4000000000000005e-05,0.8620689655172413,0.065
14,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.07
15,0.92,0.052,5.520000000000001e-05,0.8620689655172413,0.075
16,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.08
17,0.9,0.05,5.4000000000000005e-05,0.8275862068965518,0.085
18,0.96,0.052,5.76e-05,0.8620689655172413,0.09
19,0.92,0.05,5.520000000000001e-05,0.8275862068965518,0.095
20,0.92,0.05,5.520000000000001e-05,0.8275862068965518,0.1
21,0.96,0.052,5.76e-05,0.8620689655172413,0.105
22,0.98,0.05,5.88e-05,0.8275862068965518,0.11
23,0.92,0.052,5.520000000000001e-05,0.8620689655172413,0.115
24,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.12
25,0.96,0.05,5.76e-05,0.8275862068965518,0.125
26,0.96,0.05,5.76e-05,0.8275862068965518,0.13
27,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.135
28,0.96,0.05,5.76e-05,0.8275862068965518,0.14
29,0.92,0.052,5.520000000000001e-05,0.8620689655172413,0.145
30,0.96,0.05,5.76e-05,0.8275862068965518,0.15
31,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.155
32,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.16
33,0.96,0.052,5.76e-05,0.8620689655172413,0.165
34,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.17
35,0.96,0.052,5.76e-05,0.8620689655172413,0.17500000000000002
36,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.18
37,0.98,0.05,5.88e-05,0.8275862068965518,0.185
38,0.96,0.05,5.76e-05,0.8275862068965518,0.19
39,0.94,0.052,5.6399999999999995e-05,0.8620689655172413,0.195
40,0.94,0.05,5.6399999999999995e-05,0.8275862068965518,0.2
41,0.96,0.052,5.76e-05,0.8620689655172413,0.20500000000000002
42,0.96,0.05,5.76e-05,0.8275862068965518,0.21
43,0.96,0.052,5.76e-05,0.8620689655172413,0.215
44,0.96,0.05,5.76e-05,0.8275862068965518,0.22
45,1.0,0.052,6e-05,0.8620689655172413,0.225
46,0.96,0.052,5.76e-05,0.8620689655172413,0.23
47,0.98,0.05,5.88e-05,0.8275862068965518,0.23500000000000001
48,0.96,0.05,5.76e-05,0.8275862068965518,0.24
49,0.96,0.052,5.76e-05,0.8620689655172413,0.245
50,0.96,0.05,5.76e-05,0.8275862068965518,0.25
51,0.98,0.052,5.88e-05,0.8620689655172413,0.255
52,0.96,0.052,5.76e-05,0.8620689655172413,0.26
53,0.98,0.05,5.88e-05,0.8275862068965518,0.265
54,0.98,0.05,5.88e-05,0.8275862068965518,0.27
55,0.96,0.052,5.76e-05,0.8620689655172413,0.275
56,0.96,0.05,5.76e-05,0.8275862068965518,0.28
57,0.98,0.052,5.88e-05,0.8620689655172413,0.28500000000000003
58,0.96,0.05,5.76e-05,0.8275862068965518,0.29
59,1.0,0.052,6e-05,0.8620689655172413,0.295
60,0.96,0.052,5.76e-05,0.8620689655172413,0.3
61,1.02,0.05,6.12e-05,0.8275862068965518,0.305
62,1.0,0.05,6e-05,0.8275862068965518,0.31
63,0.96,0.052,5.76e-05,0.8620689655172413,0.315
64,1.0,0.05,6e-05,0.8275862068965518,0.32
