Sequence,CH1,CH2,Bfield,CH2norm,time
0,0.694,0.0436,4.164e-05,0.7272727272727274,0.0
1,0.71,0.0428,4.26e-05,0.6363636363636362,0.005
2,0.706,0.0424,4.236e-05,0.5909090909090912,0.01
3,0.694,0.044,4.164e-05,0.7727272727272726,0.015
4,0.692,0.0436,4.1519999999999995e-05,0.7272727272727274,0.02
5,0.706,0.0428,4.236e-05,0.6363636363636362,0.025
6,0.696,0.0428,4.176e-05,0.6363636363636362,0.03
7,0.706,0.0436,4.236e-05,0.7272727272727274,0.035
8,0.694,0.0428,4.164e-05,0.6363636363636362,0.04
9,0.706,0.0436,4.236e-05,0.7272727272727274,0.045
10,0.71,0.0432,4.26e-05,0.6818181818181822,0.05
11,0.696,0.0436,4.176e-05,0.7272727272727274,0.055
12,0.694,0.0436,4.164e-05,0.7272727272727274,0.06
13,0.708,0.0428,4.248e-05,0.6363636363636362,0.065
14,0.696,0.0432,4.176e-05,0.6818181818181822,0.07
15,0.706,0.0436,4.236e-05,0.7272727272727274,0.075
16,0.698,0.0436,4.188e-05,0.7272727272727274,0.08
17,0.708,0.0432,4.248e-05,0.6818181818181822,0.085
18,0.698,0.0428,4.188e-05,0.6363636363636362,0.09
19,0.71,0.0436,4.26e-05,0.7272727272727274,0.095
20,0.694,0.0428,4.164e-05,0.6363636363636362,0.1
21,0.704,0.0436,4.2239999999999995e-05,0.7272727272727274,0.105
22,0.696,0.0428,4.176e-05,0.6363636363636362,0.11
23,0.71,0.0436,4.26e-05,0.7272727272727274,0.115
24,0.698,0.0436,4.188e-05,0.7272727272727274,0.12
25,0.708,0.0428,4.248e-05,0.6363636363636362,0.125
26,0.698,0.0428,4.188e-05,0.6363636363636362,0.13
27,0.708,0.0436,4.248e-05,0.7272727272727274,0.135
28,0.7,0.0432,4.2e-05,0.6818181818181822,0.14
29,0.712,0.044,4.272e-05,0.7727272727272726,0.145
30,0.7,0.0436,4.2e-05,0.7272727272727274,0.15
31,0.71,0.0432,4.26e-05,0.6818181818181822,0.155
32,0.7,0.0428,4.2e-05,0.6363636363636362,0.16
33,0.712,0.044,4.272e-05,0.7727272727272726,0.165
34,0.71,0.0436,4.26e-05,0.7272727272727274,0.17
35,0.702,0.0428,4.2119999999999997e-05,0.6363636363636362,0.17500000000000002
36,0.712,0.0428,4.272e-05,0.6363636363636362,0.18
37,0.698,0.0436,4.188e-05,0.7272727272727274,0.185
38,0.7,0.0436,4.2e-05,0.7272727272727274,0.19
39,0.712,0.0432,4.272e-05,0.6818181818181822,0.195
40,0.712,0.0436,4.272e-05,0.7272727272727274,0.2
41,0.696,0.0432,4.176e-05,0.6818181818181822,0.20500000000000002
42,0.712,0.0436,4.272e-05,0.7272727272727274,0.21
43,0.702,0.0428,4.2119999999999997e-05,0.6363636363636362,0.215
44,0.702,0.0436,4.2119999999999997e-05,0.7272727272727274,0.22
45,0.714,0.0432,4.2839999999999996e-05,0.6818181818181822,0.225
46,0.712,0.0432,4.272e-05,0.6818181818181822,0.23
47,0.502,0.0448,3.012e-05,0.8636363636363638,0.23500000000000001
48,0.516,0.0444,3.096e-05,0.8181818181818186,0.24
49,0.504,0.0452,3.0240000000000002e-05,0.9090909090909088,0.245
50,0.502,0.0448,3.012e-05,0.8636363636363638,0.25
51,0.518,0.0448,3.108e-05,0.8636363636363638,0.255
52,0.516,0.0444,3.096e-05,0.8181818181818186,0.26
53,0.502,0.0452,3.012e-05,0.9090909090909088,0.265
54,0.504,0.0452,3.0240000000000002e-05,0.9090909090909088,0.27
55,0.514,0.0444,3.084e-05,0.8181818181818186,0.275
56,0.502,0.0444,3.012e-05,0.8181818181818186,0.28
57,0.516,0.0452,3.096e-05,0.9090909090909088,0.28500000000000003
58,0.502,0.0456,3.012e-05,0.9545454545454548,0.29
59,0.514,0.0448,3.084e-05,0.8636363636363638,0.295
60,0.502,0.0452,3.012e-05,0.9090909090909088,0.3
61,0.518,0.0444,3.108e-05,0.8181818181818186,0.305
62,0.512,0.0452,3.0720000000000004e-05,0.9090909090909088,0.31
63,0.504,0.0444,3.0240000000000002e-05,0.8181818181818186,0.315
64,0.506,0.0452,3.036e-05,0.9090909090909088,0.32
65,0.518,0.0444,3.108e-05,0.8181818181818186,0.325
66,0.502,0.0444,3.012e-05,0.8181818181818186,0.33
67,0.52,0.0452,3.12e-05,0.9090909090909088,0.335
68,0.52,0.0452,3.12e-05,0.9090909090909088,0.34
69,0.506,0.0444,3.036e-05,0.8181818181818186,0.34500000000000003
70,0.506,0.0448,3.036e-05,0.8636363636363638,0.35000000000000003
71,0.52,0.0444,3.12e-05,0.8181818181818186,0.355
72,0.506,0.0444,3.036e-05,0.8181818181818186,0.36
73,0.516,0.0456,3.096e-05,0.9545454545454548,0.365
74,0.51,0.0452,3.06e-05,0.9090909090909088,0.37
75,0.518,0.0444,3.108e-05,0.8181818181818186,0.375
76,0.518,0.0456,3.108e-05,0.9545454545454548,0.38
77,0.506,0.0444,3.036e-05,0.8181818181818186,0.385
78,0.506,0.0452,3.036e-05,0.9090909090909088,0.39
79,0.518,0.0444,3.108e-05,0.8181818181818186,0.395
80,0.506,0.0448,3.036e-05,0.8636363636363638,0.4
81,0.52,0.0456,3.12e-05,0.9545454545454548,0.405
82,0.508,0.0444,3.048e-05,0.8181818181818186,0.41000000000000003
83,0.52,0.0448,3.12e-05,0.8636363636363638,0.41500000000000004
84,0.512,0.0456,3.0720000000000004e-05,0.9545454545454548,0.42
85,0.52,0.0448,3.12e-05,0.8636363636363638,0.425
86,0.51,0.0444,3.06e-05,0.8181818181818186,0.43
87,0.524,0.0456,3.1440000000000004e-05,0.9545454545454548,0.435
88,0.508,0.0448,3.048e-05,0.8636363636363638,0.44
89,0.52,0.0448,3.12e-05,0.8636363636363638,0.445
90,0.508,0.0448,3.048e-05,0.8636363636363638,0.45
91,0.522,0.0452,3.1320000000000005e-05,0.9090909090909088,0.455
92,0.52,0.0448,3.12e-05,0.8636363636363638,0.46
93,0.512,0.0452,3.0720000000000004e-05,0.9090909090909088,0.465
94,0.524,0.0444,3.1440000000000004e-05,0.8181818181818186,0.47000000000000003
95,0.512,0.0448,3.0720000000000004e-05,0.8636363636363638,0.47500000000000003
96,0.51,0.0452,3.06e-05,0.9090909090909088,0.48
97,0.524,0.0448,3.1440000000000004e-05,0.8636363636363638,0.485
98,0.524,0.0452,3.1440000000000004e-05,0.9090909090909088,0.49
99,0.51,0.0444,3.06e-05,0.8181818181818186,0.495
100,0.522,0.0448,3.1320000000000005e-05,0.8636363636363638,0.5
101,0.51,0.0456,3.06e-05,0.9545454545454548,0.505
102,0.528,0.0444,3.168e-05,0.8181818181818186,0.51
103,0.512,0.0448,3.0720000000000004e-05,0.8636363636363638,0.515
104,0.524,0.0452,3.1440000000000004e-05,0.9090909090909088,0.52
105,0.514,0.0444,3.084e-05,0.8181818181818186,0.525
106,0.51,0.0444,3.06e-05,0.8181818181818186,0.53
107,0.522,0.0448,3.1320000000000005e-05,0.8636363636363638,0.535
108,0.514,0.0444,3.084e-05,0.8181818181818186,0.54
109,0.526,0.0448,3.156e-05,0.8636363636363638,0.545
110,0.524,0.0448,3.1440000000000004e-05,0.8636363636363638,0.55
111,0.512,0.0452,3.0720000000000004e-05,0.9090909090909088,0.555
112,0.514,0.0444,3.084e-05,0.8181818181818186,0.56
113,0.526,0.0448,3.156e-05,0.8636363636363638,0.5650000000000001
114,0.526,0.0452,3.156e-05,0.9090909090909088,0.5700000000000001
115,0.514,0.0444,3.084e-05,0.8181818181818186,0.5750000000000001
116,0.526,0.0448,3.156e-05,0.8636363636363638,0.58
117,0.516,0.0444,3.096e-05,0.8181818181818186,0.585
118,0.53,0.0444,3.18e-05,0.8181818181818186,0.59
119,0.516,0.0452,3.096e-05,0.9090909090909088,0.595
120,0.512,0.0444,3.0720000000000004e-05,0.8181818181818186,0.6
121,0.526,0.0452,3.156e-05,0.9090909090909088,0.605
122,0.514,0.0444,3.084e-05,0.8181818181818186,0.61
123,0.526,0.0448,3.156e-05,0.8636363636363638,0.615
