Sequence,CH1,CH2,Bfield,CH2norm,time
0,0.674,0.243,8.011084848484849e-05,0.875,0.0
1,0.684,0.242,8.07108484848485e-05,0.75,0.005
2,0.682,0.243,8.059084848484849e-05,0.875,0.01
3,0.67,0.242,7.98708484848485e-05,0.75,0.015
4,0.674,0.243,8.011084848484849e-05,0.875,0.02
5,0.688,0.243,8.095084848484848e-05,0.875,0.025
6,0.686,0.242,8.083084848484849e-05,0.75,0.03
7,0.672,0.243,7.999084848484849e-05,0.875,0.035
8,0.686,0.243,8.083084848484849e-05,0.875,0.04
9,0.672,0.242,7.999084848484849e-05,0.75,0.045
10,0.672,0.242,7.999084848484849e-05,0.75,0.05
11,0.684,0.243,8.07108484848485e-05,0.875,0.055
12,0.672,0.243,7.999084848484849e-05,0.875,0.06
13,0.684,0.242,8.07108484848485e-05,0.75,0.065
14,0.674,0.242,8.011084848484849e-05,0.75,0.07
15,0.684,0.243,8.07108484848485e-05,0.875,0.075
16,0.686,0.243,8.083084848484849e-05,0.875,0.08
17,0.674,0.243,8.011084848484849e-05,0.875,0.085
18,0.688,0.243,8.095084848484848e-05,0.875,0.09
19,0.674,0.243,8.011084848484849e-05,0.875,0.095
20,0.674,0.243,8.011084848484849e-05,0.875,0.1
21,0.69,0.242,8.107084848484848e-05,0.75,0.105
22,0.678,0.242,8.035084848484849e-05,0.75,0.11
23,0.69,0.243,8.107084848484848e-05,0.875,0.115
24,0.678,0.242,8.035084848484849e-05,0.75,0.12
25,0.692,0.243,8.119084848484849e-05,0.875,0.125
26,0.692,0.242,8.119084848484849e-05,0.75,0.13
27,0.678,0.243,8.035084848484849e-05,0.875,0.135
28,0.692,0.243,8.119084848484849e-05,0.875,0.14
29,0.678,0.242,8.035084848484849e-05,0.75,0.145
30,0.68,0.242,8.047084848484848e-05,0.75,0.15
31,0.692,0.243,8.119084848484849e-05,0.875,0.155
32,0.678,0.243,8.035084848484849e-05,0.875,0.16
33,0.694,0.242,8.131084848484848e-05,0.75,0.165
34,0.692,0.243,8.119084848484849e-05,0.875,0.17
35,0.678,0.242,8.035084848484849e-05,0.75,0.17500000000000002
36,0.696,0.243,8.143084848484849e-05,0.875,0.18
37,0.682,0.242,8.059084848484849e-05,0.75,0.185
38,0.696,0.242,8.143084848484849e-05,0.75,0.19
39,0.68,0.243,8.047084848484848e-05,0.875,0.195
40,0.696,0.243,8.143084848484849e-05,0.875,0.2
41,0.68,0.243,8.047084848484848e-05,0.875,0.20500000000000002
42,0.696,0.242,8.143084848484849e-05,0.75,0.21
43,0.68,0.243,8.047084848484848e-05,0.875,0.215
44,0.684,0.243,8.07108484848485e-05,0.875,0.22
45,0.696,0.242,8.143084848484849e-05,0.75,0.225
46,0.682,0.243,8.059084848484849e-05,0.875,0.23
47,0.694,0.243,8.131084848484848e-05,0.875,0.23500000000000001
48,0.682,0.243,8.059084848484849e-05,0.875,0.24
49,0.696,0.242,8.143084848484849e-05,0.75,0.245
50,0.68,0.242,8.047084848484848e-05,0.75,0.25
51,0.698,0.243,8.155084848484849e-05,0.875,0.255
52,0.698,0.242,8.155084848484849e-05,0.75,0.26
53,0.684,0.243,8.07108484848485e-05,0.875,0.265
54,0.696,0.243,8.143084848484849e-05,0.875,0.27
55,0.682,0.242,8.059084848484849e-05,0.75,0.275
56,0.698,0.242,8.155084848484849e-05,0.75,0.28
57,0.686,0.243,8.083084848484849e-05,0.875,0.28500000000000003
58,0.682,0.242,8.059084848484849e-05,0.75,0.29
59,0.702,0.243,8.179084848484848e-05,0.875,0.295
60,0.684,0.242,8.07108484848485e-05,0.75,0.3
61,0.698,0.243,8.155084848484849e-05,0.875,0.305
62,0.686,0.243,8.083084848484849e-05,0.875,0.31
63,0.698,0.243,8.155084848484849e-05,0.875,0.315
64,0.688,0.243,8.095084848484848e-05,0.875,0.32
65,0.7,0.243,8.167084848484848e-05,0.875,0.325
66,0.688,0.242,8.095084848484848e-05,0.75,0.33
67,0.702,0.243,8.179084848484848e-05,0.875,0.335
68,0.7,0.243,8.167084848484848e-05,0.875,0.34
69,0.688,0.243,8.095084848484848e-05,0.875,0.34500000000000003
70,0.69,0.243,8.107084848484848e-05,0.875,0.35000000000000003
71,0.702,0.242,8.179084848484848e-05,0.75,0.355
72,0.702,0.242,8.179084848484848e-05,0.75,0.36
73,0.686,0.243,8.083084848484849e-05,0.875,0.365
74,0.688,0.242,8.095084848484848e-05,0.75,0.37
75,0.702,0.243,8.179084848484848e-05,0.875,0.375
76,0.704,0.243,8.191084848484848e-05,0.875,0.38
77,0.692,0.242,8.119084848484849e-05,0.75,0.385
78,0.704,0.243,8.191084848484848e-05,0.875,0.39
79,0.692,0.242,8.119084848484849e-05,0.75,0.395
80,0.704,0.242,8.191084848484848e-05,0.75,0.4
81,0.69,0.243,8.107084848484848e-05,0.875,0.405
82,0.706,0.243,8.203084848484849e-05,0.875,0.41000000000000003
83,0.692,0.242,8.119084848484849e-05,0.75,0.41500000000000004
84,0.702,0.242,8.179084848484848e-05,0.75,0.42
85,0.692,0.243,8.119084848484849e-05,0.875,0.425
86,0.708,0.243,8.215084848484848e-05,0.875,0.43
87,0.69,0.242,8.107084848484848e-05,0.75,0.435
88,0.708,0.243,8.215084848484848e-05,0.875,0.44
89,0.692,0.243,8.119084848484849e-05,0.875,0.445
90,0.708,0.242,8.215084848484848e-05,0.75,0.45
91,0.692,0.243,8.119084848484849e-05,0.875,0.455
92,0.692,0.242,8.119084848484849e-05,0.75,0.46
93,0.706,0.243,8.203084848484849e-05,0.875,0.465
94,0.692,0.243,8.119084848484849e-05,0.875,0.47000000000000003
95,0.71,0.242,8.227084848484849e-05,0.75,0.47500000000000003
96,0.692,0.242,8.119084848484849e-05,0.75,0.48
97,0.708,0.243,8.215084848484848e-05,0.875,0.485
98,0.694,0.243,8.131084848484848e-05,0.875,0.49
99,0.71,0.242,8.227084848484849e-05,0.75,0.495
100,0.692,0.243,8.119084848484849e-05,0.875,0.5
101,0.706,0.242,8.203084848484849e-05,0.75,0.505
102,0.696,0.243,8.143084848484849e-05,0.875,0.51
103,0.714,0.242,8.251084848484848e-05,0.75,0.515
104,0.692,0.243,8.119084848484849e-05,0.875,0.52
105,0.71,0.242,8.227084848484849e-05,0.75,0.525
106,0.698,0.242,8.155084848484849e-05,0.75,0.53
107,0.71,0.243,8.227084848484849e-05,0.875,0.535
108,0.698,0.242,8.155084848484849e-05,0.75,0.54
109,0.71,0.243,8.227084848484849e-05,0.875,0.545
110,0.694,0.243,8.131084848484848e-05,0.875,0.55
111,0.712,0.242,8.239084848484849e-05,0.75,0.555
112,0.698,0.243,8.155084848484849e-05,0.875,0.56
113,0.712,0.242,8.239084848484849e-05,0.75,0.5650000000000001
114,0.698,0.242,8.155084848484849e-05,0.75,0.5700000000000001
115,0.712,0.243,8.239084848484849e-05,0.875,0.5750000000000001
116,0.698,0.243,8.155084848484849e-05,0.875,0.58
117,0.714,0.242,8.251084848484848e-05,0.75,0.585
118,0.71,0.242,8.227084848484849e-05,0.75,0.59
119,0.7,0.243,8.167084848484848e-05,0.875,0.595
120,0.7,0.242,8.167084848484848e-05,0.75,0.6
121,0.712,0.243,8.239084848484849e-05,0.875,0.605
122,0.702,0.242,8.179084848484848e-05,0.75,0.61
123,0.714,0.243,8.251084848484848e-05,0.875,0.615
124,0.716,0.242,8.263084848484849e-05,0.75,0.62
125,0.7,0.243,8.167084848484848e-05,0.875,0.625
126,0.716,0.243,8.263084848484849e-05,0.875,0.63
127,0.704,0.242,8.191084848484848e-05,0.75,0.635
128,0.714,0.243,8.251084848484848e-05,0.875,0.64
129,0.7,0.242,8.167084848484848e-05,0.75,0.645
130,0.718,0.243,8.27508484848485e-05,0.875,0.65
131,0.702,0.242,8.179084848484848e-05,0.75,0.655
132,0.716,0.243,8.263084848484849e-05,0.875,0.66
133,0.704,0.242,8.191084848484848e-05,0.75,0.665
134,0.716,0.243,8.263084848484849e-05,0.875,0.67
135,0.704,0.242,8.191084848484848e-05,0.75,0.675
136,0.718,0.242,8.27508484848485e-05,0.75,0.68
137,0.704,0.243,8.191084848484848e-05,0.875,0.685
138,0.716,0.243,8.263084848484849e-05,0.875,0.6900000000000001
139,0.704,0.242,8.191084848484848e-05,0.75,0.6950000000000001
140,0.718,0.243,8.27508484848485e-05,0.875,0.7000000000000001
141,0.704,0.242,8.191084848484848e-05,0.75,0.705
142,0.72,0.243,8.287084848484849e-05,0.875,0.71
143,0.704,0.242,8.191084848484848e-05,0.75,0.715
144,0.718,0.242,8.27508484848485e-05,0.75,0.72
145,0.706,0.243,8.203084848484849e-05,0.875,0.725
146,0.718,0.243,8.27508484848485e-05,0.875,0.73
147,0.706,0.242,8.203084848484849e-05,0.75,0.735
148,0.708,0.243,8.215084848484848e-05,0.875,0.74
149,0.722,0.242,8.299084848484848e-05,0.75,0.745
150,0.706,0.242,8.203084848484849e-05,0.75,0.75
151,0.722,0.243,8.299084848484848e-05,0.875,0.755
152,0.708,0.242,8.215084848484848e-05,0.75,0.76
153,0.724,0.243,8.311084848484848e-05,0.875,0.765
154,0.706,0.242,8.203084848484849e-05,0.75,0.77
155,0.724,0.243,8.311084848484848e-05,0.875,0.775
156,0.708,0.243,8.215084848484848e-05,0.875,0.78
157,0.72,0.242,8.287084848484849e-05,0.75,0.785
158,0.71,0.242,8.227084848484849e-05,0.75,0.79
159,0.722,0.243,8.299084848484848e-05,0.875,0.795
160,0.722,0.242,8.299084848484848e-05,0.75,0.8
161,0.71,0.243,8.227084848484849e-05,0.875,0.805
162,0.724,0.243,8.311084848484848e-05,0.875,0.81
163,0.71,0.242,8.227084848484849e-05,0.75,0.8150000000000001
164,0.724,0.243,8.311084848484848e-05,0.875,0.8200000000000001
165,0.71,0.242,8.227084848484849e-05,0.75,0.8250000000000001
166,0.728,0.242,8.335084848484848e-05,0.75,0.8300000000000001
167,0.71,0.243,8.227084848484849e-05,0.875,0.835
168,0.724,0.242,8.311084848484848e-05,0.75,0.84
169,0.714,0.243,8.251084848484848e-05,0.875,0.845
170,0.712,0.242,8.239084848484849e-05,0.75,0.85
171,0.726,0.243,8.323084848484849e-05,0.875,0.855
172,0.712,0.242,8.239084848484849e-05,0.75,0.86
173,0.726,0.243,8.323084848484849e-05,0.875,0.865
174,0.712,0.243,8.239084848484849e-05,0.875,0.87
175,0.726,0.242,8.323084848484849e-05,0.75,0.875
176,0.712,0.242,8.239084848484849e-05,0.75,0.88
177,0.724,0.243,8.311084848484848e-05,0.875,0.885
178,0.728,0.242,8.335084848484848e-05,0.75,0.89
179,0.712,0.243,8.239084848484849e-05,0.875,0.895
180,0.728,0.242,8.335084848484848e-05,0.75,0.9
181,0.716,0.243,8.263084848484849e-05,0.875,0.905
182,0.728,0.242,8.335084848484848e-05,0.75,0.91
183,0.712,0.243,8.239084848484849e-05,0.875,0.915
184,0.718,0.242,8.27508484848485e-05,0.75,0.92
185,0.73,0.243,8.347084848484849e-05,0.875,0.925
186,0.716,0.243,8.263084848484849e-05,0.875,0.93
187,0.728,0.242,8.335084848484848e-05,0.75,0.935
188,0.718,0.243,8.27508484848485e-05,0.875,0.9400000000000001
189,0.726,0.242,8.323084848484849e-05,0.75,0.9450000000000001
190,0.73,0.242,8.347084848484849e-05,0.75,0.9500000000000001
191,0.714,0.243,8.251084848484848e-05,0.875,0.9550000000000001
192,0.73,0.242,8.347084848484849e-05,0.75,0.96
193,0.718,0.243,8.27508484848485e-05,0.875,0.965
194,0.734,0.242,8.371084848484849e-05,0.75,0.97
195,0.718,0.243,8.27508484848485e-05,0.875,0.975
196,0.73,0.242,8.347084848484849e-05,0.75,0.98
197,0.722,0.243,8.299084848484848e-05,0.875,0.985
198,0.718,0.242,8.27508484848485e-05,0.75,0.99
199,0.73,0.243,8.347084848484849e-05,0.875,0.995
200,0.716,0.243,8.263084848484849e-05,0.875,1.0
201,0.734,0.242,8.371084848484849e-05,0.75,1.0050000000000001
202,0.732,0.242,8.35908484848485e-05,0.75,1.01
203,0.718,0.243,8.27508484848485e-05,0.875,1.0150000000000001
204,0.734,0.243,8.371084848484849e-05,0.875,1.02
205,0.718,0.242,8.27508484848485e-05,0.75,1.025
206,0.734,0.242,8.371084848484849e-05,0.75,1.03
207,0.718,0.243,8.27508484848485e-05,0.875,1.035
208,0.72,0.242,8.287084848484849e-05,0.75,1.04
209,0.736,0.243,8.383084848484848e-05,0.875,1.045
210,0.718,0.242,8.27508484848485e-05,0.75,1.05
211,0.736,0.243,8.383084848484848e-05,0.875,1.055
212,0.734,0.242,8.371084848484849e-05,0.75,1.06
213,0.72,0.243,8.287084848484849e-05,0.875,1.065
214,0.736,0.243,8.383084848484848e-05,0.875,1.07
215,0.72,0.242,8.287084848484849e-05,0.75,1.075
216,0.736,0.242,8.383084848484848e-05,0.75,1.08
217,0.724,0.243,8.311084848484848e-05,0.875,1.085
218,0.724,0.242,8.311084848484848e-05,0.75,1.09
219,0.736,0.243,8.383084848484848e-05,0.875,1.095
220,0.724,0.243,8.311084848484848e-05,0.875,1.1
221,0.738,0.242,8.39508484848485e-05,0.75,1.105
222,0.74,0.242,8.407084848484849e-05,0.75,1.11
223,0.724,0.243,8.311084848484848e-05,0.875,1.115
224,0.738,0.242,8.39508484848485e-05,0.75,1.12
225,0.726,0.242,8.323084848484849e-05,0.75,1.125
226,0.726,0.243,8.323084848484849e-05,0.875,1.1300000000000001
227,0.738,0.242,8.39508484848485e-05,0.75,1.135
228,0.726,0.242,8.323084848484849e-05,0.75,1.1400000000000001
229,0.736,0.242,8.383084848484848e-05,0.75,1.145
230,0.728,0.243,8.335084848484848e-05,0.875,1.1500000000000001
231,0.736,0.242,8.383084848484848e-05,0.75,1.155
232,0.742,0.242,8.419084848484848e-05,0.75,1.16
233,0.726,0.243,8.323084848484849e-05,0.875,1.165
234,0.744,0.243,8.431084848484849e-05,0.875,1.17
235,0.73,0.242,8.347084848484849e-05,0.75,1.175
236,0.726,0.243,8.323084848484849e-05,0.875,1.18
237,0.742,0.242,8.419084848484848e-05,0.75,1.185
238,0.726,0.243,8.323084848484849e-05,0.875,1.19
239,0.742,0.242,8.419084848484848e-05,0.75,1.195
240,0.742,0.242,8.419084848484848e-05,0.75,1.2
241,0.728,0.243,8.335084848484848e-05,0.875,1.205
