Sequence,CH1,CH2,voltage,Bfield,CH2norm,time
737,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.685
738,0.628,0.101,207.6,0.00038813396363636366,0.8591549295774665,3.69
739,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.6950000000000003
740,0.614,0.101,207.6,0.00038729396363636366,0.8591549295774665,3.7
741,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,3.705
742,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,3.71
743,0.614,0.101,207.6,0.00038729396363636366,0.8591549295774665,3.715
744,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,3.72
745,0.616,0.101,207.6,0.00038741396363636366,0.8591549295774665,3.725
746,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.73
747,0.628,0.101,207.6,0.00038813396363636366,0.8591549295774665,3.735
748,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.74
749,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,3.745
750,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,3.75
751,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.755
752,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.7600000000000002
753,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,3.765
754,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,3.77
755,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.775
756,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.7800000000000002
757,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,3.785
758,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.79
759,0.628,0.1,207.6,0.00038813396363636366,0.7183098591549311,3.795
760,0.634,0.101,207.6,0.00038849396363636364,0.8591549295774665,3.8000000000000003
761,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.805
762,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.81
763,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,3.815
764,0.62,0.1,207.6,0.00038765396363636364,0.7183098591549311,3.8200000000000003
765,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,3.825
766,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,3.83
767,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.835
768,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,3.84
769,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,3.845
770,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,3.85
771,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,3.855
772,0.62,0.101,207.6,0.00038765396363636364,0.8591549295774665,3.86
773,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,3.865
774,0.62,0.101,207.6,0.00038765396363636364,0.8591549295774665,3.87
775,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,3.875
776,0.62,0.1,207.6,0.00038765396363636364,0.7183098591549311,3.88
777,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,3.8850000000000002
778,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,3.89
779,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,3.895
780,0.624,0.101,207.6,0.0003878939636363637,0.8591549295774665,3.9
781,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,3.9050000000000002
782,0.62,0.101,207.6,0.00038765396363636364,0.8591549295774665,3.91
783,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,3.915
784,0.622,0.1,207.6,0.00038777396363636363,0.7183098591549311,3.92
785,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,3.9250000000000003
786,0.62,0.1,207.6,0.00038765396363636364,0.7183098591549311,3.93
787,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,3.935
788,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,3.94
789,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,3.9450000000000003
790,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,3.95
791,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,3.955
792,0.624,0.101,207.6,0.0003878939636363637,0.8591549295774665,3.96
793,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,3.9650000000000003
794,0.62,0.1,207.6,0.00038765396363636364,0.7183098591549311,3.97
795,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,3.975
796,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,3.98
797,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,3.985
798,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,3.99
799,0.624,0.101,207.6,0.0003878939636363637,0.8591549295774665,3.995
800,0.634,0.101,207.6,0.00038849396363636364,0.8591549295774665,4.0
801,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,4.005
802,0.624,0.101,207.6,0.0003878939636363637,0.8591549295774665,4.01
803,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,4.015
804,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,4.0200000000000005
805,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,4.025
806,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,4.03
807,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,4.035
808,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,4.04
809,0.634,0.101,207.6,0.00038849396363636364,0.8591549295774665,4.045
810,0.634,0.101,207.6,0.00038849396363636364,0.8591549295774665,4.05
811,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,4.055
812,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,4.0600000000000005
813,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,4.065
814,0.636,0.101,207.6,0.00038861396363636363,0.8591549295774665,4.07
815,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,4.075
816,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,4.08
817,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.085
818,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,4.09
819,0.636,0.101,207.6,0.00038861396363636363,0.8591549295774665,4.095
820,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,4.1
821,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,4.105
822,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,4.11
823,0.636,0.101,207.6,0.00038861396363636363,0.8591549295774665,4.115
824,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.12
825,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,4.125
826,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.13
827,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,4.135
828,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.14
829,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,4.1450000000000005
830,0.642,0.1,207.6,0.00038897396363636366,0.7183098591549311,4.15
831,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,4.155
832,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.16
833,0.628,0.1,207.6,0.00038813396363636366,0.7183098591549311,4.165
834,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,4.17
835,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.175
836,0.628,0.1,207.6,0.00038813396363636366,0.7183098591549311,4.18
837,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.1850000000000005
838,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,4.19
839,0.642,0.1,207.6,0.00038897396363636366,0.7183098591549311,4.195
840,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.2
841,0.628,0.101,207.6,0.00038813396363636366,0.8591549295774665,4.205
842,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,4.21
843,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.215
844,0.64,0.1,207.6,0.00038885396363636367,0.7183098591549311,4.22
845,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,4.225
846,0.642,0.101,207.6,0.00038897396363636366,0.8591549295774665,4.23
847,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,4.235
848,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.24
849,0.628,0.1,207.6,0.00038813396363636366,0.7183098591549311,4.245
850,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,4.25
851,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.255
852,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,4.26
853,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.265
854,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,4.2700000000000005
855,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.275
856,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,4.28
857,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.285
858,0.642,0.1,207.6,0.00038897396363636366,0.7183098591549311,4.29
859,0.63,0.101,207.6,0.00038825396363636365,0.8591549295774665,4.295
860,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,4.3
861,0.642,0.1,207.6,0.00038897396363636366,0.7183098591549311,4.305
862,0.64,0.1,207.6,0.00038885396363636367,0.7183098591549311,4.3100000000000005
863,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,4.315
864,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.32
865,0.63,0.1,207.6,0.00038825396363636365,0.7183098591549311,4.325
866,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.33
867,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,4.335
868,0.642,0.101,207.6,0.00038897396363636366,0.8591549295774665,4.34
869,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,4.345
870,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.3500000000000005
871,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,4.355
872,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.36
873,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,4.365
874,0.632,0.101,207.6,0.00038837396363636365,0.8591549295774665,4.37
875,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,4.375
876,0.634,0.101,207.6,0.00038849396363636364,0.8591549295774665,4.38
877,0.648,0.1,207.6,0.00038933396363636364,0.7183098591549311,4.385
878,0.636,0.101,207.6,0.00038861396363636363,0.8591549295774665,4.39
879,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.3950000000000005
880,0.636,0.101,207.6,0.00038861396363636363,0.8591549295774665,4.4
881,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,4.405
882,0.632,0.1,207.6,0.00038837396363636365,0.7183098591549311,4.41
883,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.415
884,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,4.42
885,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.425
886,0.634,0.101,207.6,0.00038849396363636364,0.8591549295774665,4.43
887,0.648,0.1,207.6,0.00038933396363636364,0.7183098591549311,4.4350000000000005
888,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,4.44
889,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.445
890,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,4.45
891,0.634,0.101,207.6,0.00038849396363636364,0.8591549295774665,4.455
892,0.646,0.0999,207.6,0.00038921396363636365,0.7042253521126771,4.46
893,0.636,0.101,207.6,0.00038861396363636363,0.8591549295774665,4.465
894,0.648,0.101,207.6,0.00038933396363636364,0.8591549295774665,4.47
895,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,4.4750000000000005
896,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,4.48
897,0.636,0.101,207.6,0.00038861396363636363,0.8591549295774665,4.485
898,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,4.49
899,0.636,0.1,207.6,0.00038861396363636363,0.7183098591549311,4.495
900,0.65,0.1,207.6,0.00038945396363636363,0.7183098591549311,4.5
901,0.634,0.1,207.6,0.00038849396363636364,0.7183098591549311,4.505
902,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,4.51
903,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.515
904,0.648,0.101,207.6,0.00038933396363636364,0.8591549295774665,4.5200000000000005
905,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.525
906,0.648,0.101,207.6,0.00038933396363636364,0.8591549295774665,4.53
907,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.535
908,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,4.54
909,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.545
910,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.55
911,0.65,0.1,207.6,0.00038945396363636363,0.7183098591549311,4.555
912,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.5600000000000005
913,0.65,0.1,207.6,0.00038945396363636363,0.7183098591549311,4.565
914,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.57
915,0.65,0.1,207.6,0.00038945396363636363,0.7183098591549311,4.575
916,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.58
917,0.648,0.1,207.6,0.00038933396363636364,0.7183098591549311,4.585
918,0.64,0.1,207.6,0.00038885396363636367,0.7183098591549311,4.59
919,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,4.595
920,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.6000000000000005
921,0.65,0.1,207.6,0.00038945396363636363,0.7183098591549311,4.605
922,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.61
923,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,4.615
924,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.62
925,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,4.625
926,0.638,0.101,207.6,0.0003887339636363637,0.8591549295774665,4.63
927,0.65,0.1,207.6,0.00038945396363636363,0.7183098591549311,4.635
928,0.642,0.1,207.6,0.00038897396363636366,0.7183098591549311,4.64
929,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,4.6450000000000005
930,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.65
931,0.654,0.1,207.6,0.00038969396363636367,0.7183098591549311,4.655
932,0.638,0.1,207.6,0.0003887339636363637,0.7183098591549311,4.66
933,0.654,0.101,207.6,0.00038969396363636367,0.8591549295774665,4.665
934,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.67
935,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,4.675
936,0.642,0.1,207.6,0.00038897396363636366,0.7183098591549311,4.68
937,0.652,0.101,207.6,0.0003895739636363637,0.8591549295774665,4.6850000000000005
938,0.642,0.101,207.6,0.00038897396363636366,0.8591549295774665,4.69
939,0.652,0.0999,207.6,0.0003895739636363637,0.7042253521126771,4.695
940,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.7
941,0.654,0.1,207.6,0.00038969396363636367,0.7183098591549311,4.705
942,0.642,0.101,207.6,0.00038897396363636366,0.8591549295774665,4.71
943,0.656,0.0998,207.6,0.00038981396363636366,0.6901408450704232,4.715
944,0.64,0.101,207.6,0.00038885396363636367,0.8591549295774665,4.72
945,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,4.7250000000000005
946,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.73
947,0.654,0.1,207.6,0.00038969396363636367,0.7183098591549311,4.735
948,0.654,0.1,207.6,0.00038969396363636367,0.7183098591549311,4.74
949,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.745
950,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,4.75
951,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.755
952,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,4.76
953,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.765
954,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.7700000000000005
955,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,4.775
956,0.656,0.101,207.6,0.00038981396363636366,0.8591549295774665,4.78
957,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.785
958,0.656,0.101,207.6,0.00038981396363636366,0.8591549295774665,4.79
959,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.795
960,0.654,0.101,207.6,0.00038969396363636367,0.8591549295774665,4.8
961,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.805
962,0.656,0.101,207.6,0.00038981396363636366,0.8591549295774665,4.8100000000000005
963,0.644,0.1,207.6,0.00038909396363636365,0.7183098591549311,4.815
964,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,4.82
965,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.825
966,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,4.83
967,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.835
968,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,4.84
969,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.845
970,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.8500000000000005
971,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,4.855
972,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,4.86
973,0.658,0.101,207.6,0.00038993396363636365,0.8591549295774665,4.865
974,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.87
975,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,4.875
976,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,4.88
977,0.658,0.101,207.6,0.00038993396363636365,0.8591549295774665,4.885
978,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.89
979,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,4.8950000000000005
980,0.648,0.1,207.6,0.00038933396363636364,0.7183098591549311,4.9
981,0.654,0.101,207.6,0.00038969396363636367,0.8591549295774665,4.905
982,0.66,0.1,207.6,0.00039005396363636364,0.7183098591549311,4.91
983,0.644,0.101,207.6,0.00038909396363636365,0.8591549295774665,4.915
984,0.66,0.1,207.6,0.00039005396363636364,0.7183098591549311,4.92
985,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.925
986,0.662,0.101,207.6,0.0003901739636363637,0.8591549295774665,4.93
987,0.648,0.0999,207.6,0.00038933396363636364,0.7042253521126771,4.9350000000000005
988,0.662,0.1,207.6,0.0003901739636363637,0.7183098591549311,4.94
989,0.65,0.0998,207.6,0.00038945396363636363,0.6901408450704232,4.945
990,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,4.95
991,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,4.955
992,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,4.96
993,0.662,0.0999,207.6,0.0003901739636363637,0.7042253521126771,4.965
994,0.646,0.101,207.6,0.00038921396363636365,0.8591549295774665,4.97
995,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,4.9750000000000005
996,0.65,0.0999,207.6,0.00038945396363636363,0.7042253521126771,4.98
997,0.662,0.101,207.6,0.0003901739636363637,0.8591549295774665,4.985
998,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,4.99
999,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,4.995
1000,0.662,0.1,207.6,0.0003901739636363637,0.7183098591549311,5.0
1001,0.646,0.1,207.6,0.00038921396363636365,0.7183098591549311,5.005
1002,0.666,0.101,207.6,0.0003904139636363637,0.8591549295774665,5.01
1003,0.648,0.1,207.6,0.00038933396363636364,0.7183098591549311,5.015
1004,0.662,0.0999,207.6,0.0003901739636363637,0.7042253521126771,5.0200000000000005
1005,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,5.025
1006,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,5.03
1007,0.662,0.1,207.6,0.0003901739636363637,0.7183098591549311,5.035
1008,0.654,0.101,207.6,0.00038969396363636367,0.8591549295774665,5.04
1009,0.664,0.1,207.6,0.0003902939636363637,0.7183098591549311,5.045
1010,0.652,0.101,207.6,0.0003895739636363637,0.8591549295774665,5.05
1011,0.664,0.1,207.6,0.0003902939636363637,0.7183098591549311,5.055
1012,0.652,0.101,207.6,0.0003895739636363637,0.8591549295774665,5.0600000000000005
1013,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,5.065
1014,0.662,0.1,207.6,0.0003901739636363637,0.7183098591549311,5.07
1015,0.65,0.101,207.6,0.00038945396363636363,0.8591549295774665,5.075
1016,0.662,0.101,207.6,0.0003901739636363637,0.8591549295774665,5.08
1017,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,5.085
1018,0.664,0.0999,207.6,0.0003902939636363637,0.7042253521126771,5.09
1019,0.652,0.101,207.6,0.0003895739636363637,0.8591549295774665,5.095
1020,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,5.1000000000000005
1021,0.664,0.101,207.6,0.0003902939636363637,0.8591549295774665,5.105
1022,0.652,0.101,207.6,0.0003895739636363637,0.8591549295774665,5.11
1023,0.664,0.0998,207.6,0.0003902939636363637,0.6901408450704232,5.115
1024,0.652,0.101,207.6,0.0003895739636363637,0.8591549295774665,5.12
1025,0.662,0.1,207.6,0.0003901739636363637,0.7183098591549311,5.125
1026,0.664,0.101,207.6,0.0003902939636363637,0.8591549295774665,5.13
1027,0.652,0.1,207.6,0.0003895739636363637,0.7183098591549311,5.135
1028,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.14
1029,0.656,0.101,207.6,0.00038981396363636366,0.8591549295774665,5.1450000000000005
1030,0.654,0.1,207.6,0.00038969396363636367,0.7183098591549311,5.15
1031,0.664,0.101,207.6,0.0003902939636363637,0.8591549295774665,5.155
1032,0.652,0.101,207.6,0.0003895739636363637,0.8591549295774665,5.16
1033,0.666,0.0999,207.6,0.0003904139636363637,0.7042253521126771,5.165
1034,0.654,0.101,207.6,0.00038969396363636367,0.8591549295774665,5.17
1035,0.664,0.1,207.6,0.0003902939636363637,0.7183098591549311,5.175
1036,0.664,0.101,207.6,0.0003902939636363637,0.8591549295774665,5.18
1037,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,5.1850000000000005
1038,0.668,0.101,207.6,0.00039053396363636367,0.8591549295774665,5.19
1039,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,5.195
1040,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,5.2
1041,0.668,0.1,207.6,0.00039053396363636367,0.7183098591549311,5.205
1042,0.656,0.101,207.6,0.00038981396363636366,0.8591549295774665,5.21
1043,0.668,0.1,207.6,0.00039053396363636367,0.7183098591549311,5.215
1044,0.654,0.1,207.6,0.00038969396363636367,0.7183098591549311,5.22
1045,0.664,0.101,207.6,0.0003902939636363637,0.8591549295774665,5.2250000000000005
1046,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.23
1047,0.654,0.101,207.6,0.00038969396363636367,0.8591549295774665,5.235
1048,0.668,0.1,207.6,0.00039053396363636367,0.7183098591549311,5.24
1049,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,5.245
1050,0.656,0.101,207.6,0.00038981396363636366,0.8591549295774665,5.25
1051,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.255
1052,0.656,0.0999,207.6,0.00038981396363636366,0.7042253521126771,5.26
1053,0.666,0.101,207.6,0.0003904139636363637,0.8591549295774665,5.265
1054,0.672,0.1,207.6,0.00039077396363636365,0.7183098591549311,5.2700000000000005
1055,0.654,0.1,207.6,0.00038969396363636367,0.7183098591549311,5.275
1056,0.668,0.101,207.6,0.00039053396363636367,0.8591549295774665,5.28
1057,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,5.285
1058,0.656,0.1,207.6,0.00038981396363636366,0.7183098591549311,5.29
1059,0.67,0.101,207.6,0.00039065396363636366,0.8591549295774665,5.295
1060,0.658,0.101,207.6,0.00038993396363636365,0.8591549295774665,5.3
1061,0.668,0.1,207.6,0.00039053396363636367,0.7183098591549311,5.305
1062,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.3100000000000005
1063,0.658,0.101,207.6,0.00038993396363636365,0.8591549295774665,5.315
1064,0.67,0.0999,207.6,0.00039065396363636366,0.7042253521126771,5.32
1065,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,5.325
1066,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,5.33
1067,0.67,0.101,207.6,0.00039065396363636366,0.8591549295774665,5.335
1068,0.658,0.101,207.6,0.00038993396363636365,0.8591549295774665,5.34
1069,0.668,0.1,207.6,0.00039053396363636367,0.7183098591549311,5.345
1070,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.3500000000000005
1071,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,5.355
1072,0.66,0.1,207.6,0.00039005396363636364,0.7183098591549311,5.36
1073,0.674,0.101,207.6,0.00039089396363636364,0.8591549295774665,5.365
1074,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,5.37
1075,0.67,0.101,207.6,0.00039065396363636366,0.8591549295774665,5.375
1076,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.38
1077,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,5.385
1078,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.39
1079,0.658,0.1,207.6,0.00038993396363636365,0.7183098591549311,5.3950000000000005
1080,0.66,0.1,207.6,0.00039005396363636364,0.7183098591549311,5.4
1081,0.67,0.0998,207.6,0.00039065396363636366,0.6901408450704232,5.405
1082,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,5.41
1083,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.415
1084,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.42
1085,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,5.425
1086,0.66,0.1,207.6,0.00039005396363636364,0.7183098591549311,5.43
1087,0.674,0.101,207.6,0.00039089396363636364,0.8591549295774665,5.4350000000000005
1088,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,5.44
1089,0.674,0.1,207.6,0.00039089396363636364,0.7183098591549311,5.445
1090,0.674,0.1,207.6,0.00039089396363636364,0.7183098591549311,5.45
1091,0.664,0.1,207.6,0.0003902939636363637,0.7183098591549311,5.455
1092,0.66,0.1,207.6,0.00039005396363636364,0.7183098591549311,5.46
1093,0.674,0.1,207.6,0.00039089396363636364,0.7183098591549311,5.465
1094,0.66,0.1,207.6,0.00039005396363636364,0.7183098591549311,5.47
1095,0.672,0.101,207.6,0.00039077396363636365,0.8591549295774665,5.4750000000000005
1096,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.48
1097,0.66,0.101,207.6,0.00039005396363636364,0.8591549295774665,5.485
1098,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.49
1099,0.676,0.101,207.6,0.0003910139636363637,0.8591549295774665,5.495
1100,0.662,0.1,207.6,0.0003901739636363637,0.7183098591549311,5.5
1101,0.674,0.0999,207.6,0.00039089396363636364,0.7042253521126771,5.505
1102,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.51
1103,0.662,0.1,207.6,0.0003901739636363637,0.7183098591549311,5.515
1104,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.5200000000000005
