Sequence,CH1,CH2,voltage,Bfield,CH2norm,time
369,0.564,0.0979,207.6,0.00038429396363636365,0.4225352112676063,1.845
370,0.578,0.0976,207.6,0.00038513396363636364,0.38028169014084645,1.85
371,0.566,0.0983,207.6,0.00038441396363636364,0.4788732394366201,1.855
372,0.578,0.0978,207.6,0.00038513396363636364,0.40845070422535235,1.86
373,0.568,0.0984,207.6,0.0003845339636363637,0.492957746478874,1.865
374,0.578,0.0982,207.6,0.00038513396363636364,0.46478873239436613,1.87
375,0.566,0.0991,207.6,0.00038441396363636364,0.5915492957746477,1.875
376,0.568,0.0986,207.6,0.0003845339636363637,0.5211267605633799,1.8800000000000001
377,0.578,0.0994,207.6,0.00038513396363636364,0.6338028169014095,1.885
378,0.568,0.0994,207.6,0.0003845339636363637,0.6338028169014095,1.8900000000000001
379,0.58,0.0999,207.6,0.00038525396363636364,0.7042253521126771,1.895
380,0.568,0.0996,207.6,0.0003845339636363637,0.6619718309859154,1.9000000000000001
381,0.58,0.1,207.6,0.00038525396363636364,0.7183098591549311,1.905
382,0.568,0.1,207.6,0.0003845339636363637,0.7183098591549311,1.9100000000000001
383,0.582,0.101,207.6,0.0003853739636363637,0.8591549295774665,1.915
384,0.57,0.1,207.6,0.0003846539636363637,0.7183098591549311,1.92
385,0.58,0.0998,207.6,0.00038525396363636364,0.6901408450704232,1.925
386,0.578,0.101,207.6,0.00038513396363636364,0.8591549295774665,1.93
387,0.568,0.0998,207.6,0.0003845339636363637,0.6901408450704232,1.935
388,0.58,0.1,207.6,0.00038525396363636364,0.7183098591549311,1.94
389,0.568,0.1,207.6,0.0003845339636363637,0.7183098591549311,1.945
390,0.582,0.101,207.6,0.0003853739636363637,0.8591549295774665,1.95
391,0.57,0.0998,207.6,0.0003846539636363637,0.6901408450704232,1.955
392,0.57,0.1,207.6,0.0003846539636363637,0.7183098591549311,1.96
393,0.58,0.0999,207.6,0.00038525396363636364,0.7042253521126771,1.965
394,0.582,0.1,207.6,0.0003853739636363637,0.7183098591549311,1.97
395,0.57,0.0996,207.6,0.0003846539636363637,0.6619718309859154,1.975
396,0.57,0.0996,207.6,0.0003846539636363637,0.6619718309859154,1.98
397,0.58,0.0991,207.6,0.00038525396363636364,0.5915492957746477,1.985
398,0.57,0.0991,207.6,0.0003846539636363637,0.5915492957746477,1.99
399,0.58,0.0985,207.6,0.00038525396363636364,0.507042253521128,1.995
400,0.582,0.0982,207.6,0.0003853739636363637,0.46478873239436613,2.0
401,0.572,0.0974,207.6,0.00038477396363636367,0.35211267605633856,2.005
402,0.57,0.0975,207.6,0.0003846539636363637,0.3661971830985925,2.0100000000000002
403,0.582,0.0971,207.6,0.0003853739636363637,0.3098591549295787,2.015
404,0.572,0.097,207.6,0.00038477396363636367,0.29577464788732477,2.02
405,0.584,0.0967,207.6,0.0003854939636363637,0.253521126760563,2.025
406,0.572,0.0971,207.6,0.00038477396363636367,0.3098591549295787,2.0300000000000002
407,0.582,0.0966,207.6,0.0003853739636363637,0.239436619718311,2.035
408,0.572,0.0969,207.6,0.00038477396363636367,0.2816901408450709,2.04
409,0.584,0.0972,207.6,0.0003854939636363637,0.3239436619718307,2.045
410,0.584,0.097,207.6,0.0003854939636363637,0.29577464788732477,2.05
411,0.574,0.0977,207.6,0.00038489396363636366,0.3943661971830984,2.055
412,0.572,0.0974,207.6,0.00038477396363636367,0.35211267605633856,2.06
413,0.582,0.0981,207.6,0.0003853739636363637,0.4507042253521142,2.065
414,0.584,0.0979,207.6,0.0003854939636363637,0.4225352112676063,2.07
415,0.57,0.0986,207.6,0.0003846539636363637,0.5211267605633799,2.075
416,0.572,0.0985,207.6,0.00038477396363636367,0.507042253521128,2.08
417,0.586,0.099,207.6,0.00038561396363636367,0.5774647887323957,2.085
418,0.582,0.099,207.6,0.0003853739636363637,0.5774647887323957,2.09
419,0.572,0.0995,207.6,0.00038477396363636367,0.6478873239436633,2.095
420,0.574,0.0992,207.6,0.00038489396363636366,0.6056338028169016,2.1
421,0.584,0.0994,207.6,0.0003854939636363637,0.6338028169014095,2.105
422,0.59,0.0989,207.6,0.00038585396363636365,0.5633802816901418,2.11
423,0.572,0.0997,207.6,0.00038477396363636367,0.6760563380281693,2.115
424,0.584,0.0996,207.6,0.0003854939636363637,0.6619718309859154,2.12
425,0.572,0.099,207.6,0.00038477396363636367,0.5774647887323957,2.125
426,0.588,0.099,207.6,0.00038573396363636366,0.5774647887323957,2.13
427,0.574,0.0996,207.6,0.00038489396363636366,0.6619718309859154,2.1350000000000002
428,0.576,0.0997,207.6,0.00038501396363636365,0.6760563380281693,2.14
429,0.586,0.0991,207.6,0.00038561396363636367,0.5915492957746477,2.145
430,0.574,0.0998,207.6,0.00038489396363636366,0.6901408450704232,2.15
431,0.586,0.0995,207.6,0.00038561396363636367,0.6478873239436633,2.1550000000000002
432,0.57,0.0998,207.6,0.0003846539636363637,0.6901408450704232,2.16
433,0.586,0.0996,207.6,0.00038561396363636367,0.6619718309859154,2.165
434,0.576,0.0999,207.6,0.00038501396363636365,0.7042253521126771,2.17
435,0.588,0.1,207.6,0.00038573396363636366,0.7183098591549311,2.1750000000000003
436,0.576,0.0999,207.6,0.00038501396363636365,0.7042253521126771,2.18
437,0.586,0.1,207.6,0.00038561396363636367,0.7183098591549311,2.185
438,0.586,0.1,207.6,0.00038561396363636367,0.7183098591549311,2.19
439,0.576,0.101,207.6,0.00038501396363636365,0.8591549295774665,2.195
440,0.574,0.101,207.6,0.00038489396363636366,0.8591549295774665,2.2
441,0.586,0.1,207.6,0.00038561396363636367,0.7183098591549311,2.205
442,0.586,0.1,207.6,0.00038561396363636367,0.7183098591549311,2.21
443,0.574,0.101,207.6,0.00038489396363636366,0.8591549295774665,2.215
444,0.576,0.101,207.6,0.00038501396363636365,0.8591549295774665,2.22
445,0.588,0.1,207.6,0.00038573396363636366,0.7183098591549311,2.225
446,0.578,0.1,207.6,0.00038513396363636364,0.7183098591549311,2.23
447,0.586,0.101,207.6,0.00038561396363636367,0.8591549295774665,2.235
448,0.59,0.101,207.6,0.00038585396363636365,0.8591549295774665,2.24
449,0.578,0.1,207.6,0.00038513396363636364,0.7183098591549311,2.245
450,0.59,0.101,207.6,0.00038585396363636365,0.8591549295774665,2.25
451,0.576,0.0999,207.6,0.00038501396363636365,0.7042253521126771,2.255
452,0.588,0.1,207.6,0.00038573396363636366,0.7183098591549311,2.2600000000000002
453,0.58,0.0996,207.6,0.00038525396363636364,0.6619718309859154,2.265
454,0.592,0.0995,207.6,0.00038597396363636364,0.6478873239436633,2.27
455,0.578,0.0984,207.6,0.00038513396363636364,0.492957746478874,2.275
456,0.58,0.0985,207.6,0.00038525396363636364,0.507042253521128,2.2800000000000002
457,0.59,0.0976,207.6,0.00038585396363636365,0.38028169014084645,2.285
458,0.58,0.0974,207.6,0.00038525396363636364,0.35211267605633856,2.29
459,0.59,0.0964,207.6,0.00038585396363636365,0.21126760563380315,2.295
460,0.592,0.0964,207.6,0.00038597396363636364,0.21126760563380315,2.3000000000000003
461,0.576,0.0957,207.6,0.00038501396363636365,0.11267605633802756,2.305
462,0.58,0.0957,207.6,0.00038525396363636364,0.11267605633802756,2.31
463,0.59,0.095,207.6,0.00038585396363636365,0.014084507042253934,2.315
464,0.592,0.095,207.6,0.00038597396363636364,0.014084507042253934,2.32
465,0.578,0.0957,207.6,0.00038513396363636364,0.11267605633802756,2.325
466,0.58,0.0951,207.6,0.00038525396363636364,0.02816901408450787,2.33
467,0.59,0.0959,207.6,0.00038585396363636365,0.14084507042253544,2.335
468,0.592,0.0954,207.6,0.00038597396363636364,0.07042253521126772,2.34
469,0.58,0.0962,207.6,0.00038525396363636364,0.18309859154929528,2.345
470,0.58,0.0958,207.6,0.00038525396363636364,0.1267605633802815,2.35
471,0.592,0.0969,207.6,0.00038597396363636364,0.2816901408450709,2.355
472,0.58,0.0966,207.6,0.00038525396363636364,0.239436619718311,2.36
473,0.592,0.0974,207.6,0.00038597396363636364,0.35211267605633856,2.365
474,0.592,0.0974,207.6,0.00038597396363636364,0.35211267605633856,2.37
475,0.58,0.0983,207.6,0.00038525396363636364,0.4788732394366201,2.375
476,0.592,0.0982,207.6,0.00038597396363636364,0.46478873239436613,2.38
477,0.58,0.0987,207.6,0.00038525396363636364,0.5352112676056339,2.3850000000000002
478,0.594,0.0985,207.6,0.00038609396363636363,0.507042253521128,2.39
479,0.58,0.0994,207.6,0.00038525396363636364,0.6338028169014095,2.395
480,0.58,0.099,207.6,0.00038525396363636364,0.5774647887323957,2.4
481,0.594,0.0997,207.6,0.00038609396363636363,0.6760563380281693,2.4050000000000002
482,0.58,0.0994,207.6,0.00038525396363636364,0.6338028169014095,2.41
483,0.594,0.1,207.6,0.00038609396363636363,0.7183098591549311,2.415
484,0.584,0.1,207.6,0.0003854939636363637,0.7183098591549311,2.42
485,0.592,0.0998,207.6,0.00038597396363636364,0.6901408450704232,2.4250000000000003
486,0.592,0.0999,207.6,0.00038597396363636364,0.7042253521126771,2.43
487,0.582,0.1,207.6,0.0003853739636363637,0.7183098591549311,2.435
488,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,2.44
489,0.584,0.1,207.6,0.0003854939636363637,0.7183098591549311,2.445
490,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,2.45
491,0.582,0.1,207.6,0.0003853739636363637,0.7183098591549311,2.455
492,0.58,0.101,207.6,0.00038525396363636364,0.8591549295774665,2.46
493,0.594,0.1,207.6,0.00038609396363636363,0.7183098591549311,2.465
494,0.582,0.101,207.6,0.0003853739636363637,0.8591549295774665,2.47
495,0.594,0.1,207.6,0.00038609396363636363,0.7183098591549311,2.475
496,0.598,0.1,207.6,0.0003863339636363637,0.7183098591549311,2.48
497,0.584,0.101,207.6,0.0003854939636363637,0.8591549295774665,2.485
498,0.594,0.1,207.6,0.00038609396363636363,0.7183098591549311,2.49
499,0.582,0.101,207.6,0.0003853739636363637,0.8591549295774665,2.495
500,0.586,0.101,207.6,0.00038561396363636367,0.8591549295774665,2.5
501,0.596,0.1,207.6,0.0003862139636363637,0.7183098591549311,2.505
502,0.586,0.101,207.6,0.00038561396363636367,0.8591549295774665,2.5100000000000002
503,0.596,0.1,207.6,0.0003862139636363637,0.7183098591549311,2.515
504,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.52
505,0.584,0.1,207.6,0.0003854939636363637,0.7183098591549311,2.525
506,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,2.5300000000000002
507,0.586,0.1,207.6,0.00038561396363636367,0.7183098591549311,2.535
508,0.598,0.1,207.6,0.0003863339636363637,0.7183098591549311,2.54
509,0.586,0.0997,207.6,0.00038561396363636367,0.6760563380281693,2.545
510,0.586,0.1,207.6,0.00038561396363636367,0.7183098591549311,2.5500000000000003
511,0.598,0.099,207.6,0.0003863339636363637,0.5774647887323957,2.555
512,0.586,0.0994,207.6,0.00038561396363636367,0.6338028169014095,2.56
513,0.594,0.0982,207.6,0.00038609396363636363,0.46478873239436613,2.565
514,0.596,0.0983,207.6,0.0003862139636363637,0.4788732394366201,2.57
515,0.584,0.097,207.6,0.0003854939636363637,0.29577464788732477,2.575
516,0.598,0.097,207.6,0.0003863339636363637,0.29577464788732477,2.58
517,0.588,0.096,207.6,0.00038573396363636366,0.15492957746478936,2.585
518,0.586,0.0959,207.6,0.00038561396363636367,0.14084507042253544,2.59
519,0.6,0.095,207.6,0.00038645396363636367,0.014084507042253934,2.595
520,0.586,0.0949,207.6,0.00038561396363636367,0.0,2.6
521,0.596,0.0954,207.6,0.0003862139636363637,0.07042253521126772,2.605
522,0.602,0.095,207.6,0.00038657396363636366,0.014084507042253934,2.61
523,0.584,0.0955,207.6,0.0003854939636363637,0.08450704225352165,2.615
524,0.6,0.0954,207.6,0.00038645396363636367,0.07042253521126772,2.62
525,0.586,0.0962,207.6,0.00038561396363636367,0.18309859154929528,2.625
526,0.586,0.0958,207.6,0.00038561396363636367,0.1267605633802815,2.63
527,0.6,0.0967,207.6,0.00038645396363636367,0.253521126760563,2.6350000000000002
528,0.598,0.0969,207.6,0.0003863339636363637,0.2816901408450709,2.64
529,0.588,0.0975,207.6,0.00038573396363636366,0.3661971830985925,2.645
530,0.6,0.0976,207.6,0.00038645396363636367,0.38028169014084645,2.65
531,0.588,0.0985,207.6,0.00038573396363636366,0.507042253521128,2.6550000000000002
532,0.588,0.0985,207.6,0.00038573396363636366,0.507042253521128,2.66
533,0.602,0.0993,207.6,0.00038657396363636366,0.6197183098591555,2.665
534,0.6,0.099,207.6,0.00038645396363636367,0.5774647887323957,2.67
535,0.586,0.0999,207.6,0.00038561396363636367,0.7042253521126771,2.6750000000000003
536,0.6,0.0996,207.6,0.00038645396363636367,0.6619718309859154,2.68
537,0.588,0.101,207.6,0.00038573396363636366,0.8591549295774665,2.685
538,0.602,0.1,207.6,0.00038657396363636366,0.7183098591549311,2.69
539,0.588,0.101,207.6,0.00038573396363636366,0.8591549295774665,2.695
540,0.588,0.1,207.6,0.00038573396363636366,0.7183098591549311,2.7
541,0.598,0.101,207.6,0.0003863339636363637,0.8591549295774665,2.705
542,0.592,0.1,207.6,0.00038597396363636364,0.7183098591549311,2.71
543,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,2.715
544,0.6,0.1,207.6,0.00038645396363636367,0.7183098591549311,2.72
545,0.588,0.101,207.6,0.00038573396363636366,0.8591549295774665,2.725
546,0.588,0.1,207.6,0.00038573396363636366,0.7183098591549311,2.73
547,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,2.735
548,0.59,0.101,207.6,0.00038585396363636365,0.8591549295774665,2.74
549,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,2.745
550,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,2.75
551,0.592,0.101,207.6,0.00038597396363636364,0.8591549295774665,2.755
552,0.592,0.101,207.6,0.00038597396363636364,0.8591549295774665,2.7600000000000002
553,0.602,0.1,207.6,0.00038657396363636366,0.7183098591549311,2.765
554,0.588,0.101,207.6,0.00038573396363636366,0.8591549295774665,2.77
555,0.604,0.1,207.6,0.00038669396363636365,0.7183098591549311,2.775
556,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,2.7800000000000002
557,0.592,0.1,207.6,0.00038597396363636364,0.7183098591549311,2.785
558,0.592,0.101,207.6,0.00038597396363636364,0.8591549295774665,2.79
559,0.604,0.1,207.6,0.00038669396363636365,0.7183098591549311,2.795
560,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,2.8000000000000003
561,0.592,0.101,207.6,0.00038597396363636364,0.8591549295774665,2.805
562,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,2.81
563,0.592,0.1,207.6,0.00038597396363636364,0.7183098591549311,2.815
564,0.604,0.1,207.6,0.00038669396363636365,0.7183098591549311,2.82
565,0.592,0.101,207.6,0.00038597396363636364,0.8591549295774665,2.825
566,0.604,0.1,207.6,0.00038669396363636365,0.7183098591549311,2.83
567,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.835
568,0.602,0.1,207.6,0.00038657396363636366,0.7183098591549311,2.84
569,0.592,0.101,207.6,0.00038597396363636364,0.8591549295774665,2.845
570,0.592,0.101,207.6,0.00038597396363636364,0.8591549295774665,2.85
571,0.604,0.1,207.6,0.00038669396363636365,0.7183098591549311,2.855
572,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.86
573,0.608,0.101,207.6,0.00038693396363636363,0.8591549295774665,2.865
574,0.596,0.1,207.6,0.0003862139636363637,0.7183098591549311,2.87
575,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,2.875
576,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,2.88
577,0.594,0.1,207.6,0.00038609396363636363,0.7183098591549311,2.8850000000000002
578,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,2.89
579,0.594,0.1,207.6,0.00038609396363636363,0.7183098591549311,2.895
580,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,2.9
581,0.59,0.101,207.6,0.00038585396363636365,0.8591549295774665,2.9050000000000002
582,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.91
583,0.606,0.1,207.6,0.00038681396363636364,0.7183098591549311,2.915
584,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,2.92
585,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,2.9250000000000003
586,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.93
587,0.606,0.1,207.6,0.00038681396363636364,0.7183098591549311,2.935
588,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.94
589,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,2.945
590,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.95
591,0.606,0.1,207.6,0.00038681396363636364,0.7183098591549311,2.955
592,0.594,0.101,207.6,0.00038609396363636363,0.8591549295774665,2.96
593,0.61,0.1,207.6,0.0003870539636363637,0.7183098591549311,2.965
594,0.598,0.101,207.6,0.0003863339636363637,0.8591549295774665,2.97
595,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,2.975
596,0.596,0.1,207.6,0.0003862139636363637,0.7183098591549311,2.98
597,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,2.985
598,0.598,0.1,207.6,0.0003863339636363637,0.7183098591549311,2.99
599,0.61,0.101,207.6,0.0003870539636363637,0.8591549295774665,2.995
600,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,3.0
601,0.606,0.1,207.6,0.00038681396363636364,0.7183098591549311,3.005
602,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.0100000000000002
603,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,3.015
604,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,3.02
605,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.025
606,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,3.0300000000000002
607,0.61,0.1,207.6,0.0003870539636363637,0.7183098591549311,3.035
608,0.6,0.1,207.6,0.00038645396363636367,0.7183098591549311,3.04
609,0.61,0.101,207.6,0.0003870539636363637,0.8591549295774665,3.045
610,0.61,0.101,207.6,0.0003870539636363637,0.8591549295774665,3.0500000000000003
611,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,3.055
612,0.596,0.101,207.6,0.0003862139636363637,0.8591549295774665,3.06
613,0.61,0.101,207.6,0.0003870539636363637,0.8591549295774665,3.065
614,0.61,0.101,207.6,0.0003870539636363637,0.8591549295774665,3.0700000000000003
615,0.598,0.101,207.6,0.0003863339636363637,0.8591549295774665,3.075
616,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.08
617,0.614,0.1,207.6,0.00038729396363636366,0.7183098591549311,3.085
618,0.598,0.101,207.6,0.0003863339636363637,0.8591549295774665,3.09
619,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.095
620,0.61,0.1,207.6,0.0003870539636363637,0.7183098591549311,3.1
621,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.105
622,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.11
623,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.115
624,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.12
625,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,3.125
626,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.13
627,0.61,0.1,207.6,0.0003870539636363637,0.7183098591549311,3.1350000000000002
628,0.614,0.1,207.6,0.00038729396363636366,0.7183098591549311,3.14
629,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.145
630,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,3.15
631,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.1550000000000002
632,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,3.16
633,0.61,0.1,207.6,0.0003870539636363637,0.7183098591549311,3.165
634,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.17
635,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.1750000000000003
636,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,3.18
637,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.185
638,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.19
639,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.1950000000000003
640,0.602,0.1,207.6,0.00038657396363636366,0.7183098591549311,3.2
641,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.205
642,0.616,0.101,207.6,0.00038741396363636366,0.8591549295774665,3.21
643,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,3.215
644,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.22
645,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,3.225
646,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,3.23
647,0.614,0.1,207.6,0.00038729396363636366,0.7183098591549311,3.235
648,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.24
649,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,3.245
650,0.616,0.101,207.6,0.00038741396363636366,0.8591549295774665,3.25
651,0.602,0.1,207.6,0.00038657396363636366,0.7183098591549311,3.255
652,0.6,0.101,207.6,0.00038645396363636367,0.8591549295774665,3.2600000000000002
653,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.265
654,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.27
655,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,3.275
656,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.2800000000000002
657,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,3.285
658,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.29
659,0.606,0.1,207.6,0.00038681396363636364,0.7183098591549311,3.295
660,0.602,0.101,207.6,0.00038657396363636366,0.8591549295774665,3.3000000000000003
661,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.305
662,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,3.31
663,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.315
664,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,3.3200000000000003
665,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.325
666,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,3.33
667,0.62,0.1,207.6,0.00038765396363636364,0.7183098591549311,3.335
668,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.34
669,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.345
670,0.604,0.101,207.6,0.00038669396363636365,0.8591549295774665,3.35
671,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.355
672,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.36
673,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,3.365
674,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.37
675,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.375
676,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.38
677,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.3850000000000002
678,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.39
679,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.395
680,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.4
681,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.4050000000000002
682,0.618,0.101,207.6,0.00038753396363636365,0.8591549295774665,3.41
683,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.415
684,0.608,0.1,207.6,0.00038693396363636363,0.7183098591549311,3.42
685,0.62,0.101,207.6,0.00038765396363636364,0.8591549295774665,3.4250000000000003
686,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.43
687,0.606,0.101,207.6,0.00038681396363636364,0.8591549295774665,3.435
688,0.622,0.1,207.6,0.00038777396363636363,0.7183098591549311,3.44
689,0.61,0.101,207.6,0.0003870539636363637,0.8591549295774665,3.4450000000000003
690,0.62,0.1,207.6,0.00038765396363636364,0.7183098591549311,3.45
691,0.608,0.101,207.6,0.00038693396363636363,0.8591549295774665,3.455
692,0.622,0.1,207.6,0.00038777396363636363,0.7183098591549311,3.46
693,0.608,0.101,207.6,0.00038693396363636363,0.8591549295774665,3.465
694,0.61,0.1,207.6,0.0003870539636363637,0.7183098591549311,3.47
695,0.62,0.101,207.6,0.00038765396363636364,0.8591549295774665,3.475
696,0.618,0.1,207.6,0.00038753396363636365,0.7183098591549311,3.48
697,0.61,0.101,207.6,0.0003870539636363637,0.8591549295774665,3.485
698,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.49
699,0.62,0.101,207.6,0.00038765396363636364,0.8591549295774665,3.495
700,0.608,0.101,207.6,0.00038693396363636363,0.8591549295774665,3.5
701,0.622,0.1,207.6,0.00038777396363636363,0.7183098591549311,3.505
702,0.608,0.101,207.6,0.00038693396363636363,0.8591549295774665,3.5100000000000002
703,0.62,0.1,207.6,0.00038765396363636364,0.7183098591549311,3.515
704,0.62,0.101,207.6,0.00038765396363636364,0.8591549295774665,3.52
705,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.525
706,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,3.5300000000000002
707,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.535
708,0.622,0.101,207.6,0.00038777396363636363,0.8591549295774665,3.54
709,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.545
710,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.5500000000000003
711,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,3.555
712,0.622,0.1,207.6,0.00038777396363636363,0.7183098591549311,3.56
713,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.565
714,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.5700000000000003
715,0.622,0.1,207.6,0.00038777396363636363,0.7183098591549311,3.575
716,0.624,0.101,207.6,0.0003878939636363637,0.8591549295774665,3.58
717,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.585
718,0.626,0.1,207.6,0.00038801396363636367,0.7183098591549311,3.59
719,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.595
720,0.614,0.1,207.6,0.00038729396363636366,0.7183098591549311,3.6
721,0.624,0.101,207.6,0.0003878939636363637,0.8591549295774665,3.605
722,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,3.61
723,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.615
724,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.62
725,0.624,0.1,207.6,0.0003878939636363637,0.7183098591549311,3.625
726,0.614,0.1,207.6,0.00038729396363636366,0.7183098591549311,3.63
727,0.624,0.101,207.6,0.0003878939636363637,0.8591549295774665,3.6350000000000002
728,0.628,0.101,207.6,0.00038813396363636366,0.8591549295774665,3.64
729,0.612,0.1,207.6,0.00038717396363636367,0.7183098591549311,3.645
730,0.628,0.1,207.6,0.00038813396363636366,0.7183098591549311,3.65
731,0.612,0.101,207.6,0.00038717396363636367,0.8591549295774665,3.6550000000000002
732,0.616,0.1,207.6,0.00038741396363636366,0.7183098591549311,3.66
733,0.628,0.101,207.6,0.00038813396363636366,0.8591549295774665,3.665
734,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,3.67
735,0.614,0.1,207.6,0.00038729396363636366,0.7183098591549311,3.6750000000000003
736,0.626,0.101,207.6,0.00038801396363636367,0.8591549295774665,3.68
