Sequence,CH1,CH2,Bfield,CH2norm,time
0,0.928,0.053,0.0019396232727272728,0.5176470588235293,0.0
1,0.912,0.0536,0.0019386632727272728,0.5529411764705884,0.005
2,0.928,0.0538,0.0019396232727272728,0.5647058823529412,0.01
3,0.912,0.0532,0.0019386632727272728,0.5294117647058821,0.015
4,0.936,0.053,0.0019401032727272727,0.5176470588235293,0.02
5,0.912,0.0536,0.0019386632727272728,0.5529411764705884,0.025
6,0.936,0.0538,0.0019401032727272727,0.5647058823529412,0.03
7,0.92,0.0532,0.0019391432727272728,0.5294117647058821,0.035
8,0.936,0.054,0.0019401032727272727,0.5764705882352941,0.04
9,0.912,0.0532,0.0019386632727272728,0.5294117647058821,0.045
10,0.944,0.0528,0.0019405832727272727,0.5058823529411764,0.05
11,0.912,0.0536,0.0019386632727272728,0.5529411764705884,0.055
12,0.944,0.0532,0.0019405832727272727,0.5294117647058821,0.06
13,0.928,0.0536,0.0019396232727272728,0.5529411764705884,0.065
14,0.944,0.0536,0.0019405832727272727,0.5529411764705884,0.07
15,0.928,0.0532,0.0019396232727272728,0.5294117647058821,0.075
16,0.928,0.0532,0.0019396232727272728,0.5294117647058821,0.08
17,0.952,0.054,0.0019410632727272727,0.5764705882352941,0.085
18,0.944,0.053,0.0019405832727272727,0.5176470588235293,0.09
19,0.936,0.054,0.0019401032727272727,0.5764705882352941,0.095
20,0.944,0.053,0.0019405832727272727,0.5176470588235293,0.1
21,0.936,0.0536,0.0019401032727272727,0.5529411764705884,0.105
22,0.936,0.0532,0.0019401032727272727,0.5294117647058821,0.11
23,0.952,0.0536,0.0019410632727272727,0.5529411764705884,0.115
24,0.936,0.0536,0.0019401032727272727,0.5529411764705884,0.12
25,0.952,0.053,0.0019410632727272727,0.5176470588235293,0.125
26,0.936,0.0538,0.0019401032727272727,0.5647058823529412,0.13
27,0.96,0.0528,0.0019415432727272728,0.5058823529411764,0.135
28,0.936,0.0528,0.0019401032727272727,0.5058823529411764,0.14
29,0.96,0.0538,0.0019415432727272728,0.5647058823529412,0.145
30,0.96,0.0528,0.0019415432727272728,0.5058823529411764,0.15
31,0.936,0.0538,0.0019401032727272727,0.5647058823529412,0.155
32,0.944,0.0528,0.0019405832727272727,0.5058823529411764,0.16
33,0.968,0.0536,0.0019420232727272728,0.5529411764705884,0.165
34,0.944,0.053,0.0019405832727272727,0.5176470588235293,0.17
35,0.968,0.0534,0.0019420232727272728,0.5411764705882355,0.17500000000000002
36,0.944,0.0526,0.0019405832727272727,0.49411764705882355,0.18
37,0.968,0.0536,0.0019420232727272728,0.5529411764705884,0.185
38,0.944,0.0534,0.0019405832727272727,0.5411764705882355,0.19
39,0.968,0.053,0.0019420232727272728,0.5176470588235293,0.195
40,0.952,0.0536,0.0019410632727272727,0.5529411764705884,0.2
41,0.968,0.0526,0.0019420232727272728,0.49411764705882355,0.20500000000000002
42,0.968,0.0528,0.0019420232727272728,0.5058823529411764,0.21
43,0.952,0.0536,0.0019410632727272727,0.5529411764705884,0.215
44,0.968,0.0532,0.0019420232727272728,0.5294117647058821,0.22
45,0.952,0.0528,0.0019410632727272727,0.5058823529411764,0.225
46,0.968,0.0532,0.0019420232727272728,0.5294117647058821,0.23
47,0.952,0.0526,0.0019410632727272727,0.49411764705882355,0.23500000000000001
48,0.952,0.0534,0.0019410632727272727,0.5411764705882355,0.24
49,0.976,0.0528,0.0019425032727272728,0.5058823529411764,0.245
50,0.952,0.0526,0.0019410632727272727,0.49411764705882355,0.25
51,0.976,0.053,0.0019425032727272728,0.5176470588235293,0.255
52,0.976,0.053,0.0019425032727272728,0.5176470588235293,0.26
53,0.96,0.0516,0.0019415432727272728,0.4352941176470588,0.265
54,0.984,0.0522,0.0019429832727272727,0.4705882352941178,0.27
55,0.96,0.0504,0.0019415432727272728,0.36470588235294116,0.275
56,0.96,0.0498,0.0019415432727272728,0.3294117647058821,0.28
57,0.984,0.047,0.0019429832727272727,0.16470588235294106,0.28500000000000003
58,0.96,0.0466,0.0019415432727272728,0.1411764705882353,0.29
59,0.984,0.0452,0.0019429832727272727,0.05882352941176437,0.295
60,0.984,0.0448,0.0019429832727272727,0.03529411764705862,0.3
61,0.968,0.0446,0.0019420232727272728,0.023529411764705747,0.305
62,0.976,0.0448,0.0019425032727272728,0.03529411764705862,0.31
63,0.992,0.0456,0.0019434632727272727,0.08235294117647053,0.315
64,0.992,0.0462,0.0019434632727272727,0.11764705882352915,0.32
65,0.968,0.048,0.0019420232727272728,0.22352941176470584,0.325
66,0.968,0.048,0.0019420232727272728,0.22352941176470584,0.33
67,0.992,0.0496,0.0019434632727272727,0.3176470588235292,0.335
68,0.992,0.0496,0.0019434632727272727,0.3176470588235292,0.34
69,0.968,0.051,0.0019420232727272728,0.39999999999999974,0.34500000000000003
70,1.0,0.0508,0.0019439432727272727,0.3882352941176469,0.35000000000000003
71,0.984,0.052,0.0019429832727272727,0.4588235294117645,0.355
72,0.992,0.0522,0.0019434632727272727,0.4705882352941178,0.36
73,-0.016,0.0558,0.0018829832727272728,0.6823529411764707,0.365
74,-0.008,0.056,0.0018834632727272728,0.6941176470588236,0.37
75,0.008,0.0568,0.0018844232727272727,0.7411764705882355,0.375
76,-0.008,0.0574,0.0018834632727272728,0.7764705882352941,0.38
77,0.008,0.0586,0.0018844232727272727,0.8470588235294119,0.385
78,0.0,0.0586,0.0018839432727272727,0.8470588235294119,0.39
79,0.008,0.0598,0.0018844232727272727,0.9176470588235295,0.395
80,0.008,0.0594,0.0018844232727272727,0.8941176470588237,0.4
81,0.0,0.0604,0.0018839432727272727,0.9529411764705885,0.405
